cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S62-00001,+91-9818176093,+91-9818177200,2026-08-20T01:10:00Z,190,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S62-00002,+91-9818177200,+91-9818178307,2026-08-21T23:09:00Z,17,TOWER-HR-KD-201,INCOMING,SMS
CDR-S62-00003,+91-9818178307,+91-9818179414,2026-08-22T18:51:00Z,584,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S62-00004,+91-9818179414,+91-9818180521,2026-08-21T13:57:00Z,374,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S62-00005,+91-9818180521,+91-9818181628,2026-08-20T01:36:00Z,20,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S62-00006,+91-9818181628,+91-9818176093,2026-08-20T23:43:00Z,2,TOWER-DL-CP-101,INCOMING,DATA
CDR-S62-00007,+91-9818176093,+91-9818177200,2026-08-22T14:47:00Z,260,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S62-00008,+91-9818177200,+91-9818178307,2026-08-21T06:01:00Z,28,TOWER-DL-VK-304,INCOMING,SMS
CDR-S62-00009,+91-9818178307,+91-9818179414,2026-08-22T21:27:00Z,236,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S62-00010,+91-9818179414,+91-9818180521,2026-08-22T02:58:00Z,445,TOWER-UP-NO-506,INCOMING,VOICE
CDR-S62-00011,+91-9818180521,+91-9818181628,2026-08-21T16:49:00Z,24,TOWER-DL-CP-101,OUTGOING,SMS
CDR-S62-00012,+91-9818181628,+91-9818176093,2026-08-20T15:56:00Z,4,TOWER-HR-KD-201,INCOMING,DATA
CDR-S62-00013,+91-9818176093,+91-9818177200,2026-08-22T11:03:00Z,498,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S62-00014,+91-9818177200,+91-9818178307,2026-08-22T09:56:00Z,22,TOWER-DL-DW-405,INCOMING,SMS
CDR-S62-00015,+91-9818178307,+91-9818179414,2026-08-21T11:25:00Z,76,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S62-00016,+91-9818179414,+91-9818180521,2026-08-21T06:12:00Z,152,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S62-00017,+91-9818180521,+91-9818181628,2026-08-22T18:16:00Z,27,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S62-00018,+91-9818181628,+91-9818176093,2026-08-21T06:22:00Z,26,TOWER-DL-VK-304,INCOMING,DATA
CDR-S62-00019,+91-9818176093,+91-9818177200,2026-08-21T12:28:00Z,97,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S62-00020,+91-9818177200,+91-9818178307,2026-08-22T10:43:00Z,26,TOWER-UP-NO-506,INCOMING,SMS
CDR-S62-00021,+91-9818178307,+91-9818179414,2026-08-22T04:13:00Z,66,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S62-00022,+91-9818179414,+91-9818180521,2026-08-20T17:34:00Z,579,TOWER-HR-KD-201,INCOMING,VOICE
CDR-S62-00023,+91-9818180521,+91-9818181628,2026-08-21T13:12:00Z,15,TOWER-DL-VK-304,OUTGOING,SMS
CDR-S62-00024,+91-9818181628,+91-9818176093,2026-08-22T17:29:00Z,29,TOWER-DL-DW-405,INCOMING,DATA
CDR-S62-00025,+91-9818176093,+91-9818177200,2026-08-22T12:21:00Z,179,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S62-00026,+91-9818177200,+91-9818178307,2026-08-22T19:16:00Z,22,TOWER-DL-CP-101,INCOMING,SMS
CDR-S62-00027,+91-9818178307,+91-9818179414,2026-08-21T15:14:00Z,508,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S62-00028,+91-9818179414,+91-9818180521,2026-08-21T11:25:00Z,566,TOWER-DL-VK-304,INCOMING,VOICE
CDR-S62-00029,+91-9818180521,+91-9818181628,2026-08-22T15:05:00Z,21,TOWER-DL-DW-405,OUTGOING,SMS
CDR-S62-00030,+91-9818181628,+91-9818176093,2026-08-20T18:10:00Z,11,TOWER-UP-NO-506,INCOMING,DATA
CDR-S62-00031,+91-9818176093,+91-9818177200,2026-08-20T22:27:00Z,375,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S62-00032,+91-9818177200,+91-9818178307,2026-08-22T04:58:00Z,24,TOWER-HR-KD-201,INCOMING,SMS
