transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S57-00001,2026-08-01T00:04:00Z,3889,203895,63815.93,UPI,BR-001042,MOBILE_APP,36184.07,Online payment
CBS-S57-00002,2026-08-01T00:25:00Z,103892,303898,91150.09,NEFT,BR-000240,NET_BANKING,8849.910000000003,Invoice settlement
CBS-S57-00003,2026-08-01T00:34:00Z,203895,503904,66498.51,RTGS,BR-000102,NET_BANKING,33501.490000000005,Salary credit
CBS-S57-00004,2026-08-01T00:46:00Z,303898,3889,26853.48,IMPS,BR-019200,ATM_KIOSK,73146.52,UPI transfer
CBS-S57-00005,2026-08-01T01:04:00Z,503904,103892,47562.54,ATM,BR-DELKHO,ATM_KIOSK,52437.46,Vendor payment
CBS-S57-00006,2026-08-01T01:22:00Z,3889,203895,95991.21,CHEQUE,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S57-00007,2026-08-01T01:31:00Z,103892,303898,27088.23,UPI,BR-000240,MOBILE_APP,0.0,Refund credit
CBS-S57-00008,2026-08-01T01:46:00Z,203895,503904,77450.1,NEFT,BR-000102,NET_BANKING,0.0,Self-transfer
CBS-S57-00009,2026-08-01T02:04:00Z,303898,3889,67131.21,RTGS,BR-019200,NET_BANKING,6015.309999999998,Business advance
CBS-S57-00010,2026-08-01T02:22:00Z,503904,103892,20544.47,IMPS,BR-DELKHO,ATM_KIOSK,31892.989999999998,Utility payment
CBS-S57-00011,2026-08-01T02:33:00Z,3889,203895,75459.07,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S57-00012,2026-08-01T02:52:00Z,103892,303898,37496.38,CHEQUE,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S57-00013,2026-08-01T03:10:00Z,203895,503904,78608.18,UPI,BR-000102,MOBILE_APP,0.0,Salary credit
CBS-S57-00014,2026-08-01T03:15:00Z,303898,3889,8929.02,NEFT,BR-019200,NET_BANKING,0.0,UPI transfer
CBS-S57-00015,2026-08-01T03:40:00Z,503904,103892,87084.56,RTGS,BR-DELKHO,NET_BANKING,0.0,Vendor payment
CBS-S57-00016,2026-08-01T03:55:00Z,3889,203895,10432.34,IMPS,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S57-00017,2026-08-01T04:02:00Z,103892,303898,96583.81,ATM,BR-000240,ATM_KIOSK,0.0,Refund credit
CBS-S57-00018,2026-08-01T04:19:00Z,203895,503904,75784.74,CHEQUE,BR-000102,ATM_KIOSK,0.0,Self-transfer
CBS-S57-00019,2026-08-01T04:39:00Z,303898,3889,2347.79,UPI,BR-019200,MOBILE_APP,0.0,Business advance
CBS-S57-00020,2026-08-01T04:46:00Z,503904,103892,83093.49,NEFT,BR-DELKHO,NET_BANKING,0.0,Utility payment
CBS-S57-00021,2026-08-01T05:00:00Z,3889,203895,11083.59,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S57-00022,2026-08-01T05:20:00Z,103892,303898,15569.7,IMPS,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S57-00023,2026-08-01T05:36:00Z,203895,503904,25046.29,ATM,BR-000102,ATM_KIOSK,0.0,Salary credit
CBS-S57-00024,2026-08-01T05:47:00Z,303898,3889,13151.1,CHEQUE,BR-019200,ATM_KIOSK,0.0,UPI transfer
CBS-S57-00025,2026-08-01T06:01:00Z,503904,103892,82198.11,UPI,BR-DELKHO,MOBILE_APP,0.0,Vendor payment
CBS-S57-00026,2026-08-01T06:24:00Z,3889,203895,23213.69,NEFT,BR-001042,NET_BANKING,0.0,EMI debit
CBS-S57-00027,2026-08-01T06:40:00Z,103892,303898,60108.84,RTGS,BR-000240,NET_BANKING,0.0,Refund credit
CBS-S57-00028,2026-08-01T06:45:00Z,203895,503904,59729.8,IMPS,BR-000102,ATM_KIOSK,0.0,Self-transfer
CBS-S57-00029,2026-08-01T07:09:00Z,303898,3889,80297.57,ATM,BR-019200,ATM_KIOSK,0.0,Business advance
CBS-S57-00030,2026-08-01T07:21:00Z,503904,103892,88711.45,CHEQUE,BR-DELKHO,ATM_KIOSK,0.0,Utility payment
CBS-S57-00031,2026-08-01T07:35:00Z,3889,203895,56712.66,UPI,BR-001042,MOBILE_APP,0.0,Online payment
