cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S85-00001,+91-9849328193,+91-9849329300,2026-08-18T15:57:00Z,301,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S85-00002,+91-9849329300,+91-9849330407,2026-08-19T13:45:00Z,12,TOWER-HR-KD-201,INCOMING,SMS
CDR-S85-00003,+91-9849330407,+91-9849331514,2026-08-20T03:29:00Z,215,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S85-00004,+91-9849331514,+91-9849328193,2026-08-18T12:29:00Z,151,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S85-00005,+91-9849328193,+91-9849329300,2026-08-18T16:25:00Z,6,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S85-00006,+91-9849329300,+91-9849330407,2026-08-20T01:43:00Z,28,TOWER-DL-RC-102,INCOMING,DATA
CDR-S85-00007,+91-9849330407,+91-9849331514,2026-08-19T14:54:00Z,283,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S85-00008,+91-9849331514,+91-9849328193,2026-08-18T13:20:00Z,4,TOWER-HR-KD-201,INCOMING,SMS
CDR-S85-00009,+91-9849328193,+91-9849329300,2026-08-18T16:34:00Z,168,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S85-00010,+91-9849329300,+91-9849330407,2026-08-19T11:26:00Z,266,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S85-00011,+91-9849330407,+91-9849331514,2026-08-20T09:49:00Z,6,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S85-00012,+91-9849331514,+91-9849328193,2026-08-18T10:46:00Z,3,TOWER-DL-RC-102,INCOMING,DATA
CDR-S85-00013,+91-9849328193,+91-9849329300,2026-08-18T01:02:00Z,19,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S85-00014,+91-9849329300,+91-9849330407,2026-08-19T10:29:00Z,20,TOWER-HR-KD-201,INCOMING,SMS
CDR-S85-00015,+91-9849330407,+91-9849331514,2026-08-19T06:44:00Z,543,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S85-00016,+91-9849331514,+91-9849328193,2026-08-18T23:59:00Z,297,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S85-00017,+91-9849328193,+91-9849329300,2026-08-19T09:39:00Z,12,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S85-00018,+91-9849329300,+91-9849330407,2026-08-20T11:28:00Z,22,TOWER-DL-RC-102,INCOMING,DATA
CDR-S85-00019,+91-9849330407,+91-9849331514,2026-08-19T01:51:00Z,311,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S85-00020,+91-9849331514,+91-9849328193,2026-08-18T07:24:00Z,21,TOWER-HR-KD-201,INCOMING,SMS
CDR-S85-00021,+91-9849328193,+91-9849329300,2026-08-18T07:11:00Z,518,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S85-00022,+91-9849329300,+91-9849330407,2026-08-20T21:35:00Z,277,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S85-00023,+91-9849330407,+91-9849331514,2026-08-19T15:37:00Z,29,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S85-00024,+91-9849331514,+91-9849328193,2026-08-19T00:47:00Z,20,TOWER-DL-RC-102,INCOMING,DATA
CDR-S85-00025,+91-9849328193,+91-9849329300,2026-08-18T21:29:00Z,152,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S85-00026,+91-9849329300,+91-9849330407,2026-08-18T15:11:00Z,11,TOWER-HR-KD-201,INCOMING,SMS
CDR-S85-00027,+91-9849330407,+91-9849331514,2026-08-20T02:18:00Z,501,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S85-00028,+91-9849331514,+91-9849328193,2026-08-18T22:03:00Z,210,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S85-00029,+91-9849328193,+91-9849329300,2026-08-20T06:37:00Z,9,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S85-00030,+91-9849329300,+91-9849330407,2026-08-20T23:47:00Z,23,TOWER-DL-RC-102,INCOMING,DATA
CDR-S85-00031,+91-9849330407,+91-9849331514,2026-08-20T22:35:00Z,5,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S85-00032,+91-9849331514,+91-9849328193,2026-08-20T12:52:00Z,29,TOWER-HR-KD-201,INCOMING,SMS
CDR-S85-00033,+91-9849328193,+91-9849329300,2026-08-19T21:46:00Z,353,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S85-00034,+91-9849329300,+91-9849330407,2026-08-19T22:03:00Z,318,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S85-00035,+91-9849330407,+91-9849331514,2026-08-20T18:13:00Z,12,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S85-00036,+91-9849331514,+91-9849328193,2026-08-19T14:03:00Z,7,TOWER-DL-RC-102,INCOMING,DATA
CDR-S85-00037,+91-9849328193,+91-9849329300,2026-08-18T06:16:00Z,413,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S85-00038,+91-9849329300,+91-9849330407,2026-08-19T14:19:00Z,27,TOWER-HR-KD-201,INCOMING,SMS
CDR-S85-00039,+91-9849330407,+91-9849331514,2026-08-18T23:04:00Z,572,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S85-00040,+91-9849331514,+91-9849328193,2026-08-20T04:07:00Z,315,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S85-00041,+91-9849328193,+91-9849329300,2026-08-19T21:47:00Z,26,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S85-00042,+91-9849329300,+91-9849330407,2026-08-19T04:12:00Z,20,TOWER-DL-RC-102,INCOMING,DATA
CDR-S85-00043,+91-9849330407,+91-9849331514,2026-08-18T20:04:00Z,455,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S85-00044,+91-9849331514,+91-9849328193,2026-08-19T00:20:00Z,10,TOWER-HR-KD-201,INCOMING,SMS
CDR-S85-00045,+91-9849328193,+91-9849329300,2026-08-19T12:54:00Z,241,TOWER-DL-VK-304,OUTGOING,VOICE
