transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S85-00001,2026-08-18T00:01:00Z,3689,3689,23712.12,UPI,BR-001042,MOBILE_APP,76287.88,Online payment
CBS-S85-00002,2026-08-18T00:25:00Z,103692,103692,67868.68,NEFT,BR-000240,NET_BANKING,32131.320000000007,Invoice settlement
CBS-S85-00003,2026-08-18T00:36:00Z,3689,3689,84090.81,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S85-00004,2026-08-18T00:46:00Z,103692,103692,20662.32,IMPS,BR-000240,ATM_KIOSK,11469.000000000007,UPI transfer
CBS-S85-00005,2026-08-18T01:00:00Z,3689,3689,94965.61,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S85-00006,2026-08-18T01:22:00Z,103692,103692,33654.32,CHEQUE,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S85-00007,2026-08-18T01:39:00Z,3689,3689,36035.36,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S85-00008,2026-08-18T01:54:00Z,103692,103692,37923.82,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
CBS-S85-00009,2026-08-18T02:02:00Z,3689,3689,41639.11,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S85-00010,2026-08-18T02:17:00Z,103692,103692,48220.97,IMPS,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S85-00011,2026-08-18T02:32:00Z,3689,3689,32241.77,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S85-00012,2026-08-18T02:48:00Z,103692,103692,65068.34,CHEQUE,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S85-00013,2026-08-18T03:05:00Z,3689,3689,51857.61,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S85-00014,2026-08-18T03:19:00Z,103692,103692,25121.95,NEFT,BR-000240,NET_BANKING,0.0,UPI transfer
CBS-S85-00015,2026-08-18T03:39:00Z,3689,3689,2538.65,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S85-00016,2026-08-18T03:49:00Z,103692,103692,30357.2,IMPS,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S85-00017,2026-08-18T04:06:00Z,3689,3689,19799.26,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S85-00018,2026-08-18T04:21:00Z,103692,103692,32524.22,CHEQUE,BR-000240,ATM_KIOSK,0.0,Self-transfer
CBS-S85-00019,2026-08-18T04:35:00Z,3689,3689,40527.78,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S85-00020,2026-08-18T04:54:00Z,103692,103692,43065.35,NEFT,BR-000240,NET_BANKING,0.0,Utility payment
CBS-S85-00021,2026-08-18T05:01:00Z,3689,3689,27378.24,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S85-00022,2026-08-18T05:24:00Z,103692,103692,18369.29,IMPS,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S85-00023,2026-08-18T05:38:00Z,3689,3689,30828.57,ATM,BR-001042,ATM_KIOSK,0.0,Salary credit
CBS-S85-00024,2026-08-18T05:48:00Z,103692,103692,11009.29,CHEQUE,BR-000240,ATM_KIOSK,0.0,UPI transfer
CBS-S85-00025,2026-08-18T06:09:00Z,3689,3689,83406.35,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S85-00026,2026-08-18T06:23:00Z,103692,103692,78402.65,NEFT,BR-000240,NET_BANKING,0.0,EMI debit
CBS-S85-00027,2026-08-18T06:32:00Z,3689,3689,97633.03,RTGS,BR-001042,NET_BANKING,0.0,Refund credit
CBS-S85-00028,2026-08-18T06:54:00Z,103692,103692,82564.41,IMPS,BR-000240,ATM_KIOSK,0.0,Self-transfer
CBS-S85-00029,2026-08-18T07:05:00Z,3689,3689,69774.97,ATM,BR-001042,ATM_KIOSK,0.0,Business advance
CBS-S85-00030,2026-08-18T07:25:00Z,103692,103692,7093.15,CHEQUE,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S85-00031,2026-08-18T07:33:00Z,3689,3689,57675.26,UPI,BR-001042,MOBILE_APP,0.0,Online payment
CBS-S85-00032,2026-08-18T07:55:00Z,103692,103692,63523.77,NEFT,BR-000240,NET_BANKING,0.0,Invoice settlement
CBS-S85-00033,2026-08-18T08:00:00Z,3689,3689,55439.72,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S85-00034,2026-08-18T08:23:00Z,103692,103692,83481.99,IMPS,BR-000240,ATM_KIOSK,0.0,UPI transfer
CBS-S85-00035,2026-08-18T08:35:00Z,3689,3689,93048.81,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S85-00036,2026-08-18T08:55:00Z,103692,103692,52004.62,CHEQUE,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S85-00037,2026-08-18T09:03:00Z,3689,3689,85429.16,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S85-00038,2026-08-18T09:24:00Z,103692,103692,1505.84,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
CBS-S85-00039,2026-08-18T09:33:00Z,3689,3689,68194.43,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S85-00040,2026-08-18T09:45:00Z,103692,103692,61938.21,IMPS,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S85-00041,2026-08-18T10:00:00Z,3689,3689,41700.53,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S85-00042,2026-08-18T10:18:00Z,103692,103692,27305.56,CHEQUE,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S85-00043,2026-08-18T10:36:00Z,3689,3689,33898.15,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S85-00044,2026-08-18T10:49:00Z,103692,103692,50832.85,NEFT,BR-000240,NET_BANKING,0.0,UPI transfer
CBS-S85-00045,2026-08-18T11:09:00Z,3689,3689,80059.78,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S85-00046,2026-08-18T11:22:00Z,103692,103692,4362.23,IMPS,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S85-00047,2026-08-18T11:38:00Z,3689,3689,30218.18,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S85-00048,2026-08-18T11:46:00Z,103692,103692,34978.14,CHEQUE,BR-000240,ATM_KIOSK,0.0,Self-transfer
CBS-S85-00049,2026-08-18T12:05:00Z,3689,3689,1555.34,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S85-00050,2026-08-18T12:19:00Z,103692,103692,51502.55,NEFT,BR-000240,NET_BANKING,0.0,Utility payment
CBS-S85-00051,2026-08-18T12:40:00Z,3689,3689,38484.58,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S85-00052,2026-08-18T12:45:00Z,103692,103692,10027.81,IMPS,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S85-00053,2026-08-18T13:03:00Z,3689,3689,26998.51,ATM,BR-001042,ATM_KIOSK,0.0,Salary credit
CBS-S85-00054,2026-08-18T13:19:00Z,103692,103692,46704.1,CHEQUE,BR-000240,ATM_KIOSK,0.0,UPI transfer
CBS-S85-00055,2026-08-18T13:32:00Z,3689,3689,9898.25,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S85-00056,2026-08-18T13:48:00Z,103692,103692,75393.08,NEFT,BR-000240,NET_BANKING,0.0,EMI debit
CBS-S85-00057,2026-08-18T14:00:00Z,3689,3689,60865.97,RTGS,BR-001042,NET_BANKING,0.0,Refund credit
CBS-S85-00058,2026-08-18T14:19:00Z,103692,103692,90956.17,IMPS,BR-000240,ATM_KIOSK,0.0,Self-transfer
CBS-S85-00059,2026-08-18T14:31:00Z,3689,3689,27670.43,ATM,BR-001042,ATM_KIOSK,0.0,Business advance
CBS-S85-00060,2026-08-18T14:45:00Z,103692,103692,32739.43,CHEQUE,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S85-00061,2026-08-18T15:06:00Z,3689,3689,17754.0,UPI,BR-001042,MOBILE_APP,0.0,Online payment
CBS-S85-00062,2026-08-18T15:17:00Z,103692,103692,94283.24,NEFT,BR-000240,NET_BANKING,0.0,Invoice settlement
CBS-S85-00063,2026-08-18T15:32:00Z,3689,3689,28083.99,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S85-00064,2026-08-18T15:47:00Z,103692,103692,18813.32,IMPS,BR-000240,ATM_KIOSK,0.0,UPI transfer
CBS-S85-00065,2026-08-18T16:01:00Z,3689,3689,5677.66,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S85-00066,2026-08-18T16:15:00Z,103692,103692,45424.09,CHEQUE,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S85-00067,2026-08-18T16:31:00Z,3689,3689,16611.44,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S85-00068,2026-08-18T16:47:00Z,103692,103692,88353.29,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
CBS-S85-00069,2026-08-18T17:07:00Z,3689,3689,58951.63,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S85-00070,2026-08-18T17:15:00Z,103692,103692,47783.37,IMPS,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S85-00071,2026-08-18T17:36:00Z,3689,3689,45826.44,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S85-00072,2026-08-18T17:51:00Z,103692,103692,40246.45,CHEQUE,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S85-00073,2026-08-18T18:07:00Z,3689,3689,44895.88,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S85-00074,2026-08-18T18:19:00Z,103692,103692,39118.45,NEFT,BR-000240,NET_BANKING,0.0,UPI transfer
CBS-S85-00075,2026-08-18T18:32:00Z,3689,3689,77963.89,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S85-00076,2026-08-18T18:46:00Z,103692,103692,93199.65,IMPS,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S85-00077,2026-08-18T19:02:00Z,3689,3689,65471.79,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S85-00078,2026-08-18T19:23:00Z,103692,103692,61708.76,CHEQUE,BR-000240,ATM_KIOSK,0.0,Self-transfer
CBS-S85-00079,2026-08-18T19:36:00Z,3689,3689,21178.91,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S85-00080,2026-08-18T19:45:00Z,103692,103692,69924.97,NEFT,BR-000240,NET_BANKING,0.0,Utility payment
CBS-S85-00081,2026-08-18T20:03:00Z,3689,3689,97150.45,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S85-00082,2026-08-18T20:25:00Z,103692,103692,27206.54,IMPS,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S85-00083,2026-08-18T20:33:00Z,3689,3689,24339.42,ATM,BR-001042,ATM_KIOSK,0.0,Salary credit
CBS-S85-00084,2026-08-18T20:53:00Z,103692,103692,7966.64,CHEQUE,BR-000240,ATM_KIOSK,0.0,UPI transfer
CBS-S85-00085,2026-08-18T21:05:00Z,3689,3689,58267.93,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S85-00086,2026-08-18T21:24:00Z,103692,103692,28228.04,NEFT,BR-000240,NET_BANKING,0.0,EMI debit
CBS-S85-00087,2026-08-18T21:32:00Z,3689,3689,27261.87,RTGS,BR-001042,NET_BANKING,0.0,Refund credit
CBS-S85-00088,2026-08-18T21:54:00Z,103692,103692,54928.89,IMPS,BR-000240,ATM_KIOSK,0.0,Self-transfer
CBS-S85-00089,2026-08-18T22:05:00Z,3689,3689,94475.8,ATM,BR-001042,ATM_KIOSK,0.0,Business advance
CBS-S85-00090,2026-08-18T22:23:00Z,103692,103692,52936.5,CHEQUE,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S85-00091,2026-08-18T22:31:00Z,3689,3689,75451.3,UPI,BR-001042,MOBILE_APP,0.0,Online payment
CBS-S85-00092,2026-08-18T22:49:00Z,103692,103692,8735.81,NEFT,BR-000240,NET_BANKING,0.0,Invoice settlement
CBS-S85-00093,2026-08-18T23:02:00Z,3689,3689,57483.27,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S85-00094,2026-08-18T23:23:00Z,103692,103692,76572.87,IMPS,BR-000240,ATM_KIOSK,0.0,UPI transfer
CBS-S85-00095,2026-08-18T23:39:00Z,3689,3689,2939.34,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S85-00096,2026-08-18T23:50:00Z,103692,103692,21730.39,CHEQUE,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S85-00097,2026-08-19T00:08:00Z,3689,3689,90428.42,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S85-00098,2026-08-19T00:22:00Z,103692,103692,11057.98,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
CBS-S85-00099,2026-08-19T00:33:00Z,3689,3689,13342.85,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S85-00100,2026-08-19T00:45:00Z,103692,103692,3240.76,IMPS,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S85-00101,2026-08-19T01:01:00Z,3689,3689,89040.94,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S85-00102,2026-08-19T01:17:00Z,103692,103692,9386.83,CHEQUE,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S85-00103,2026-08-19T01:34:00Z,3689,3689,78129.94,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S85-00104,2026-08-19T01:48:00Z,103692,103692,40352.75,NEFT,BR-000240,NET_BANKING,0.0,UPI transfer
CBS-S85-00105,2026-08-19T02:01:00Z,3689,3689,35994.51,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S85-00106,2026-08-19T02:21:00Z,103692,103692,87113.64,IMPS,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S85-00107,2026-08-19T02:34:00Z,3689,3689,42501.12,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S85-00108,2026-08-19T02:50:00Z,103692,103692,32839.16,CHEQUE,BR-000240,ATM_KIOSK,0.0,Self-transfer
CBS-S85-00109,2026-08-19T03:07:00Z,3689,3689,46811.83,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S85-00110,2026-08-19T03:25:00Z,103692,103692,97628.16,NEFT,BR-000240,NET_BANKING,0.0,Utility payment
CBS-S85-00111,2026-08-19T03:38:00Z,3689,3689,84732.4,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S85-00112,2026-08-19T03:48:00Z,103692,103692,58584.61,IMPS,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S85-00113,2026-08-19T04:01:00Z,3689,3689,61591.77,ATM,BR-001042,ATM_KIOSK,0.0,Salary credit
CBS-S85-00114,2026-08-19T04:23:00Z,103692,103692,58533.92,CHEQUE,BR-000240,ATM_KIOSK,0.0,UPI transfer
CBS-S85-00115,2026-08-19T04:34:00Z,3689,3689,53596.61,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S85-00116,2026-08-19T04:51:00Z,103692,103692,68781.42,NEFT,BR-000240,NET_BANKING,0.0,EMI debit
CBS-S85-00117,2026-08-19T05:00:00Z,3689,3689,68200.04,RTGS,BR-001042,NET_BANKING,0.0,Refund credit
CBS-S85-00118,2026-08-19T05:21:00Z,103692,103692,24547.66,IMPS,BR-000240,ATM_KIOSK,0.0,Self-transfer
CBS-S85-00119,2026-08-19T05:30:00Z,3689,3689,67955.04,ATM,BR-001042,ATM_KIOSK,0.0,Business advance
CBS-S85-00120,2026-08-19T05:53:00Z,103692,103692,73613.04,CHEQUE,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S85-00121,2026-08-19T06:09:00Z,3689,3689,67818.87,UPI,BR-001042,MOBILE_APP,0.0,Online payment
CBS-S85-00122,2026-08-19T06:23:00Z,103692,103692,31107.1,NEFT,BR-000240,NET_BANKING,0.0,Invoice settlement
CBS-S85-00123,2026-08-19T06:40:00Z,3689,3689,52264.92,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S85-00124,2026-08-19T06:51:00Z,103692,103692,13815.74,IMPS,BR-000240,ATM_KIOSK,0.0,UPI transfer
CBS-S85-00125,2026-08-19T07:04:00Z,3689,3689,34057.41,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S85-00126,2026-08-19T07:21:00Z,103692,103692,24278.04,CHEQUE,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S85-00127,2026-08-19T07:34:00Z,3689,3689,20813.01,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S85-00128,2026-08-19T07:54:00Z,103692,103692,89249.78,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
CBS-S85-00129,2026-08-19T08:10:00Z,3689,3689,75163.61,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S85-00130,2026-08-19T08:18:00Z,103692,103692,20440.19,IMPS,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S85-00131,2026-08-19T08:36:00Z,3689,3689,56456.21,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S85-00132,2026-08-19T08:48:00Z,103692,103692,51912.17,CHEQUE,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S85-00133,2026-08-19T09:01:00Z,3689,3689,80607.18,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S85-00134,2026-08-19T09:15:00Z,103692,103692,32477.94,NEFT,BR-000240,NET_BANKING,0.0,UPI transfer
CBS-S85-00135,2026-08-19T09:38:00Z,3689,3689,65707.38,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S85-00136,2026-08-19T09:47:00Z,103692,103692,70296.63,IMPS,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S85-00137,2026-08-19T10:07:00Z,3689,3689,36333.7,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S85-00138,2026-08-19T10:23:00Z,103692,103692,58602.11,CHEQUE,BR-000240,ATM_KIOSK,0.0,Self-transfer
CBS-S85-00139,2026-08-19T10:32:00Z,3689,3689,30906.64,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S85-00140,2026-08-19T10:48:00Z,103692,103692,61758.3,NEFT,BR-000240,NET_BANKING,0.0,Utility payment
CBS-S85-00141,2026-08-19T11:04:00Z,3689,3689,12236.36,RTGS,BR-001042,NET_BANKING,0.0,Online payment
