cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S72-00001,+91-9831546093,+91-9831547200,2026-08-21T10:35:00Z,283,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S72-00002,+91-9831547200,+91-9831548307,2026-08-21T05:02:00Z,21,TOWER-HR-KD-201,INCOMING,SMS
CDR-S72-00003,+91-9831548307,+91-9831549414,2026-08-21T18:36:00Z,68,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S72-00004,+91-9831549414,+91-9831550521,2026-08-22T23:22:00Z,473,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S72-00005,+91-9831550521,+91-9831551628,2026-08-20T23:15:00Z,4,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S72-00006,+91-9831551628,+91-9831546093,2026-08-21T03:12:00Z,17,TOWER-DL-CP-101,INCOMING,DATA
CDR-S72-00007,+91-9831546093,+91-9831547200,2026-08-22T01:44:00Z,229,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S72-00008,+91-9831547200,+91-9831548307,2026-08-22T03:32:00Z,22,TOWER-DL-VK-304,INCOMING,SMS
CDR-S72-00009,+91-9831548307,+91-9831549414,2026-08-22T10:29:00Z,358,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S72-00010,+91-9831549414,+91-9831550521,2026-08-21T23:20:00Z,153,TOWER-UP-NO-506,INCOMING,VOICE
CDR-S72-00011,+91-9831550521,+91-9831551628,2026-08-20T03:41:00Z,16,TOWER-DL-CP-101,OUTGOING,SMS
CDR-S72-00012,+91-9831551628,+91-9831546093,2026-08-21T09:25:00Z,8,TOWER-HR-KD-201,INCOMING,DATA
CDR-S72-00013,+91-9831546093,+91-9831547200,2026-08-20T14:03:00Z,596,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S72-00014,+91-9831547200,+91-9831548307,2026-08-21T13:34:00Z,28,TOWER-DL-DW-405,INCOMING,SMS
CDR-S72-00015,+91-9831548307,+91-9831549414,2026-08-22T23:00:00Z,570,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S72-00016,+91-9831549414,+91-9831550521,2026-08-22T14:19:00Z,208,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S72-00017,+91-9831550521,+91-9831551628,2026-08-22T23:17:00Z,22,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S72-00018,+91-9831551628,+91-9831546093,2026-08-21T09:04:00Z,9,TOWER-DL-VK-304,INCOMING,DATA
CDR-S72-00019,+91-9831546093,+91-9831547200,2026-08-22T15:56:00Z,288,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S72-00020,+91-9831547200,+91-9831548307,2026-08-20T15:44:00Z,17,TOWER-UP-NO-506,INCOMING,SMS
CDR-S72-00021,+91-9831548307,+91-9831549414,2026-08-21T17:20:00Z,116,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S72-00022,+91-9831549414,+91-9831550521,2026-08-22T10:38:00Z,440,TOWER-HR-KD-201,INCOMING,VOICE
CDR-S72-00023,+91-9831550521,+91-9831551628,2026-08-20T02:48:00Z,23,TOWER-DL-VK-304,OUTGOING,SMS
CDR-S72-00024,+91-9831551628,+91-9831546093,2026-08-21T19:43:00Z,7,TOWER-DL-DW-405,INCOMING,DATA
CDR-S72-00025,+91-9831546093,+91-9831547200,2026-08-20T00:35:00Z,14,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S72-00026,+91-9831547200,+91-9831548307,2026-08-21T15:07:00Z,15,TOWER-DL-CP-101,INCOMING,SMS
CDR-S72-00027,+91-9831548307,+91-9831549414,2026-08-22T22:17:00Z,476,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S72-00028,+91-9831549414,+91-9831550521,2026-08-21T21:21:00Z,85,TOWER-DL-VK-304,INCOMING,VOICE
CDR-S72-00029,+91-9831550521,+91-9831551628,2026-08-22T21:55:00Z,3,TOWER-DL-DW-405,OUTGOING,SMS
CDR-S72-00030,+91-9831551628,+91-9831546093,2026-08-22T00:02:00Z,9,TOWER-UP-NO-506,INCOMING,DATA
CDR-S72-00031,+91-9831546093,+91-9831547200,2026-08-20T12:29:00Z,293,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S72-00032,+91-9831547200,+91-9831548307,2026-08-20T10:18:00Z,9,TOWER-HR-KD-201,INCOMING,SMS
CDR-S72-00033,+91-9831548307,+91-9831549414,2026-08-20T17:38:00Z,430,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S72-00034,+91-9831549414,+91-9831550521,2026-08-21T05:47:00Z,64,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S72-00035,+91-9831550521,+91-9831551628,2026-08-21T02:04:00Z,12,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S72-00036,+91-9831551628,+91-9831546093,2026-08-22T07:21:00Z,16,TOWER-DL-CP-101,INCOMING,DATA
CDR-S72-00037,+91-9831546093,+91-9831547200,2026-08-22T07:53:00Z,315,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S72-00038,+91-9831547200,+91-9831548307,2026-08-20T04:29:00Z,26,TOWER-DL-VK-304,INCOMING,SMS
CDR-S72-00039,+91-9831548307,+91-9831549414,2026-08-22T17:16:00Z,42,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S72-00040,+91-9831549414,+91-9831550521,2026-08-20T10:25:00Z,256,TOWER-UP-NO-506,INCOMING,VOICE
CDR-S72-00041,+91-9831550521,+91-9831551628,2026-08-22T13:30:00Z,30,TOWER-DL-CP-101,OUTGOING,SMS
CDR-S72-00042,+91-9831551628,+91-9831546093,2026-08-21T17:23:00Z,11,TOWER-HR-KD-201,INCOMING,DATA
CDR-S72-00043,+91-9831546093,+91-9831547200,2026-08-22T13:30:00Z,541,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S72-00044,+91-9831547200,+91-9831548307,2026-08-20T20:54:00Z,24,TOWER-DL-DW-405,INCOMING,SMS
CDR-S72-00045,+91-9831548307,+91-9831549414,2026-08-20T10:10:00Z,123,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S72-00046,+91-9831549414,+91-9831550521,2026-08-21T16:01:00Z,521,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S72-00047,+91-9831550521,+91-9831551628,2026-08-21T10:19:00Z,18,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S72-00048,+91-9831551628,+91-9831546093,2026-08-21T20:58:00Z,11,TOWER-DL-VK-304,INCOMING,DATA
CDR-S72-00049,+91-9831546093,+91-9831547200,2026-08-20T08:55:00Z,566,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S72-00050,+91-9831547200,+91-9831548307,2026-08-20T14:03:00Z,11,TOWER-UP-NO-506,INCOMING,SMS
