transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S58-00001,2026-07-01T00:06:00Z,3989,3989,57661.55,UPI,BR-001042,MOBILE_APP,42338.45,Online payment
CBS-S58-00002,2026-07-01T00:24:00Z,3989,3989,95821.46,NEFT,BR-001042,NET_BANKING,0.0,Invoice settlement
CBS-S58-00003,2026-07-01T00:38:00Z,3989,3989,15346.62,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S58-00004,2026-07-01T00:46:00Z,3989,3989,6414.84,IMPS,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S58-00005,2026-07-01T01:04:00Z,3989,3989,38184.55,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S58-00006,2026-07-01T01:22:00Z,3989,3989,61169.52,CHEQUE,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S58-00007,2026-07-01T01:35:00Z,3989,3989,80040.38,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S58-00008,2026-07-01T01:52:00Z,3989,3989,91881.75,NEFT,BR-001042,NET_BANKING,0.0,Self-transfer
CBS-S58-00009,2026-07-01T02:02:00Z,3989,3989,72255.98,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S58-00010,2026-07-01T02:20:00Z,3989,3989,68468.25,IMPS,BR-001042,ATM_KIOSK,0.0,Utility payment
CBS-S58-00011,2026-07-01T02:35:00Z,3989,3989,24018.11,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S58-00012,2026-07-01T02:54:00Z,3989,3989,75312.18,CHEQUE,BR-001042,ATM_KIOSK,0.0,Invoice settlement
CBS-S58-00013,2026-07-01T03:06:00Z,3989,3989,76403.27,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S58-00014,2026-07-01T03:16:00Z,3989,3989,20683.17,NEFT,BR-001042,NET_BANKING,0.0,UPI transfer
CBS-S58-00015,2026-07-01T03:35:00Z,3989,3989,9502.37,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S58-00016,2026-07-01T03:53:00Z,3989,3989,5726.56,IMPS,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S58-00017,2026-07-01T04:04:00Z,3989,3989,49038.99,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S58-00018,2026-07-01T04:22:00Z,3989,3989,84714.2,CHEQUE,BR-001042,ATM_KIOSK,0.0,Self-transfer
CBS-S58-00019,2026-07-01T04:38:00Z,3989,3989,49295.28,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S58-00020,2026-07-01T04:47:00Z,3989,3989,66189.38,NEFT,BR-001042,NET_BANKING,0.0,Utility payment
CBS-S58-00021,2026-07-01T05:07:00Z,3989,3989,52250.84,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S58-00022,2026-07-01T05:20:00Z,3989,3989,56805.81,IMPS,BR-001042,ATM_KIOSK,0.0,Invoice settlement
CBS-S58-00023,2026-07-01T05:38:00Z,3989,3989,25962.51,ATM,BR-001042,ATM_KIOSK,0.0,Salary credit
CBS-S58-00024,2026-07-01T05:53:00Z,3989,3989,35504.97,CHEQUE,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S58-00025,2026-07-01T06:09:00Z,3989,3989,89233.27,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S58-00026,2026-07-01T06:22:00Z,3989,3989,64802.68,NEFT,BR-001042,NET_BANKING,0.0,EMI debit
CBS-S58-00027,2026-07-01T06:40:00Z,3989,3989,8767.01,RTGS,BR-001042,NET_BANKING,0.0,Refund credit
CBS-S58-00028,2026-07-01T06:45:00Z,3989,3989,23301.44,IMPS,BR-001042,ATM_KIOSK,0.0,Self-transfer
CBS-S58-00029,2026-07-01T07:08:00Z,3989,3989,83012.71,ATM,BR-001042,ATM_KIOSK,0.0,Business advance
CBS-S58-00030,2026-07-01T07:23:00Z,3989,3989,23155.95,CHEQUE,BR-001042,ATM_KIOSK,0.0,Utility payment
CBS-S58-00031,2026-07-01T07:40:00Z,3989,3989,60974.83,UPI,BR-001042,MOBILE_APP,0.0,Online payment
CBS-S58-00032,2026-07-01T07:46:00Z,3989,3989,82420.83,NEFT,BR-001042,NET_BANKING,0.0,Invoice settlement
CBS-S58-00033,2026-07-01T08:07:00Z,3989,3989,8942.13,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S58-00034,2026-07-01T08:17:00Z,3989,3989,36318.76,IMPS,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S58-00035,2026-07-01T08:38:00Z,3989,3989,51208.3,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S58-00036,2026-07-01T08:52:00Z,3989,3989,82481.93,CHEQUE,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S58-00037,2026-07-01T09:00:00Z,3989,3989,99877.51,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S58-00038,2026-07-01T09:15:00Z,3989,3989,43017.97,NEFT,BR-001042,NET_BANKING,0.0,Self-transfer
CBS-S58-00039,2026-07-01T09:33:00Z,3989,3989,9005.42,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S58-00040,2026-07-01T09:47:00Z,3989,3989,68865.98,IMPS,BR-001042,ATM_KIOSK,0.0,Utility payment
CBS-S58-00041,2026-07-01T10:09:00Z,3989,3989,97007.32,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S58-00042,2026-07-01T10:18:00Z,3989,3989,39638.02,CHEQUE,BR-001042,ATM_KIOSK,0.0,Invoice settlement
CBS-S58-00043,2026-07-01T10:39:00Z,3989,3989,54553.21,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S58-00044,2026-07-01T10:48:00Z,3989,3989,94649.41,NEFT,BR-001042,NET_BANKING,0.0,UPI transfer
CBS-S58-00045,2026-07-01T11:06:00Z,3989,3989,53247.62,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S58-00046,2026-07-01T11:15:00Z,3989,3989,52686.86,IMPS,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S58-00047,2026-07-01T11:30:00Z,3989,3989,73517.52,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
