transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S24-00001,2026-08-01T00:02:00Z,3589,203595,33133.08,UPI,BR-001042,MOBILE_APP,66866.92,Online payment
CBS-S24-00002,2026-08-01T00:18:00Z,103592,303598,80491.58,NEFT,BR-000240,NET_BANKING,19508.42,Invoice settlement
CBS-S24-00003,2026-08-01T00:30:00Z,203595,403601,31523.0,RTGS,BR-000102,NET_BANKING,68477.0,Salary credit
CBS-S24-00004,2026-08-01T00:49:00Z,303598,9903886,37630.82,IMPS,BR-019200,ATM_KIOSK,62369.18,UPI transfer
CBS-S24-00005,2026-08-01T01:01:00Z,403601,3589,33775.94,ATM,BR-000003,ATM_KIOSK,66224.06,Vendor payment
CBS-S24-00006,2026-08-01T01:22:00Z,9903886,103592,16257.81,CHEQUE,BR-019200,ATM_KIOSK,83742.19,EMI debit
CBS-S24-00007,2026-08-01T01:37:00Z,3589,203595,85215.31,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S24-00008,2026-08-01T01:47:00Z,103592,303598,29260.2,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
CBS-S24-00009,2026-08-01T02:03:00Z,203595,403601,81998.61,RTGS,BR-000102,NET_BANKING,0.0,Business advance
CBS-S24-00010,2026-08-01T02:22:00Z,303598,9903886,92263.34,IMPS,BR-019200,ATM_KIOSK,0.0,Utility payment
CBS-S24-00011,2026-08-01T02:33:00Z,403601,3589,17941.45,ATM,BR-000003,ATM_KIOSK,48282.61,Online payment
CBS-S24-00012,2026-08-01T02:48:00Z,9903886,103592,78411.12,CHEQUE,BR-019200,ATM_KIOSK,5331.070000000007,Invoice settlement
CBS-S24-00013,2026-08-01T03:07:00Z,3589,203595,50400.57,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S24-00014,2026-08-01T03:21:00Z,103592,303598,39748.21,NEFT,BR-000240,NET_BANKING,0.0,UPI transfer
CBS-S24-00015,2026-08-01T03:34:00Z,203595,403601,20321.18,RTGS,BR-000102,NET_BANKING,0.0,Vendor payment
CBS-S24-00016,2026-08-01T03:55:00Z,303598,9903886,78702.26,IMPS,BR-019200,ATM_KIOSK,0.0,EMI debit
CBS-S24-00017,2026-08-01T04:03:00Z,403601,3589,78562.82,ATM,BR-000003,ATM_KIOSK,0.0,Refund credit
CBS-S24-00018,2026-08-01T04:24:00Z,9903886,103592,45462.65,CHEQUE,BR-019200,ATM_KIOSK,0.0,Self-transfer
CBS-S24-00019,2026-08-01T04:36:00Z,3589,203595,1120.64,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S24-00020,2026-08-01T04:54:00Z,103592,303598,48340.69,NEFT,BR-000240,NET_BANKING,0.0,Utility payment
CBS-S24-00021,2026-08-01T05:01:00Z,203595,403601,6259.85,RTGS,BR-000102,NET_BANKING,0.0,Online payment
CBS-S24-00022,2026-08-01T05:17:00Z,303598,9903886,5981.89,IMPS,BR-019200,ATM_KIOSK,0.0,Invoice settlement
CBS-S24-00023,2026-08-01T05:35:00Z,403601,3589,30754.46,ATM,BR-000003,ATM_KIOSK,0.0,Salary credit
CBS-S24-00024,2026-08-01T05:52:00Z,9903886,103592,43691.03,CHEQUE,BR-019200,ATM_KIOSK,0.0,UPI transfer
CBS-S24-00025,2026-08-01T06:06:00Z,3589,203595,23242.96,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S24-00026,2026-08-01T06:19:00Z,103592,303598,71037.39,NEFT,BR-000240,NET_BANKING,0.0,EMI debit
CBS-S24-00027,2026-08-01T06:32:00Z,203595,403601,67472.88,RTGS,BR-000102,NET_BANKING,0.0,Refund credit
CBS-S24-00028,2026-08-01T06:47:00Z,303598,9903886,72798.12,IMPS,BR-019200,ATM_KIOSK,0.0,Self-transfer
CBS-S24-00029,2026-08-01T07:01:00Z,403601,3589,63414.27,ATM,BR-000003,ATM_KIOSK,0.0,Business advance
CBS-S24-00030,2026-08-01T07:19:00Z,9903886,103592,52890.12,CHEQUE,BR-019200,ATM_KIOSK,0.0,Utility payment
CBS-S24-00031,2026-08-01T07:32:00Z,3589,203595,12521.19,UPI,BR-001042,MOBILE_APP,0.0,Online payment
CBS-S24-00032,2026-08-01T07:50:00Z,103592,303598,1180.41,NEFT,BR-000240,NET_BANKING,0.0,Invoice settlement
CBS-S24-00033,2026-08-01T08:06:00Z,203595,403601,87013.65,RTGS,BR-000102,NET_BANKING,0.0,Salary credit
CBS-S24-00034,2026-08-01T08:19:00Z,303598,9903886,98202.83,IMPS,BR-019200,ATM_KIOSK,0.0,UPI transfer
CBS-S24-00035,2026-08-01T08:40:00Z,403601,3589,89650.56,ATM,BR-000003,ATM_KIOSK,0.0,Vendor payment
CBS-S24-00036,2026-08-01T08:50:00Z,9903886,103592,60671.34,CHEQUE,BR-019200,ATM_KIOSK,0.0,EMI debit
CBS-S24-00037,2026-08-01T09:09:00Z,3589,203595,76383.72,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S24-00038,2026-08-01T09:21:00Z,103592,303598,90610.74,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
CBS-S24-00039,2026-08-01T09:38:00Z,203595,403601,18489.07,RTGS,BR-000102,NET_BANKING,0.0,Business advance
CBS-S24-00040,2026-08-01T09:49:00Z,303598,9903886,40134.2,IMPS,BR-019200,ATM_KIOSK,0.0,Utility payment
CBS-S24-00041,2026-08-01T10:04:00Z,403601,3589,12479.71,ATM,BR-000003,ATM_KIOSK,0.0,Online payment
CBS-S24-00042,2026-08-01T10:17:00Z,9903886,103592,87232.76,CHEQUE,BR-019200,ATM_KIOSK,0.0,Invoice settlement
CBS-S24-00043,2026-08-01T10:32:00Z,3589,203595,80452.95,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S24-00044,2026-08-01T10:54:00Z,103592,303598,4910.49,NEFT,BR-000240,NET_BANKING,0.0,UPI transfer
CBS-S24-00045,2026-08-01T11:00:00Z,203595,403601,15759.58,RTGS,BR-000102,NET_BANKING,0.0,Vendor payment
CBS-S24-00046,2026-08-01T11:23:00Z,303598,9903886,45041.35,IMPS,BR-019200,ATM_KIOSK,0.0,EMI debit
