cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S39-00001,+91-9888360993,+91-9888362100,2026-08-19T08:40:00Z,248,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S39-00002,+91-9888362100,+91-9888363207,2026-08-21T02:45:00Z,14,TOWER-HR-KD-201,INCOMING,SMS
CDR-S39-00003,+91-9888363207,+91-9888364314,2026-08-21T04:13:00Z,327,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S39-00004,+91-9888364314,+91-9888365421,2026-08-20T19:35:00Z,263,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S39-00005,+91-9888365421,+91-9888360993,2026-08-19T18:04:00Z,26,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S39-00006,+91-9888360993,+91-9888362100,2026-08-20T16:37:00Z,21,TOWER-DL-RC-102,INCOMING,DATA
CDR-S39-00007,+91-9888362100,+91-9888363207,2026-08-19T23:30:00Z,27,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S39-00008,+91-9888363207,+91-9888364314,2026-08-20T19:43:00Z,7,TOWER-HR-KD-201,INCOMING,SMS
CDR-S39-00009,+91-9888364314,+91-9888365421,2026-08-20T21:16:00Z,266,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S39-00010,+91-9888365421,+91-9888360993,2026-08-21T18:59:00Z,600,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S39-00011,+91-9888360993,+91-9888362100,2026-08-20T21:44:00Z,14,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S39-00012,+91-9888362100,+91-9888363207,2026-08-21T07:30:00Z,20,TOWER-DL-RC-102,INCOMING,DATA
CDR-S39-00013,+91-9888363207,+91-9888364314,2026-08-21T14:09:00Z,234,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S39-00014,+91-9888364314,+91-9888365421,2026-08-20T23:12:00Z,23,TOWER-HR-KD-201,INCOMING,SMS
CDR-S39-00015,+91-9888365421,+91-9888360993,2026-08-20T18:19:00Z,474,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S39-00016,+91-9888360993,+91-9888362100,2026-08-20T04:16:00Z,138,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S39-00017,+91-9888362100,+91-9888363207,2026-08-21T22:51:00Z,27,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S39-00018,+91-9888363207,+91-9888364314,2026-08-19T06:18:00Z,22,TOWER-DL-RC-102,INCOMING,DATA
CDR-S39-00019,+91-9888364314,+91-9888365421,2026-08-21T13:06:00Z,486,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S39-00020,+91-9888365421,+91-9888360993,2026-08-19T13:09:00Z,10,TOWER-HR-KD-201,INCOMING,SMS
CDR-S39-00021,+91-9888360993,+91-9888362100,2026-08-20T19:35:00Z,237,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S39-00022,+91-9888362100,+91-9888363207,2026-08-19T15:19:00Z,576,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S39-00023,+91-9888363207,+91-9888364314,2026-08-19T13:32:00Z,18,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S39-00024,+91-9888364314,+91-9888365421,2026-08-20T00:00:00Z,19,TOWER-DL-RC-102,INCOMING,DATA
CDR-S39-00025,+91-9888365421,+91-9888360993,2026-08-19T13:46:00Z,228,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S39-00026,+91-9888360993,+91-9888362100,2026-08-21T04:04:00Z,7,TOWER-HR-KD-201,INCOMING,SMS
CDR-S39-00027,+91-9888362100,+91-9888363207,2026-08-21T04:25:00Z,533,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S39-00028,+91-9888363207,+91-9888364314,2026-08-21T01:01:00Z,287,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S39-00029,+91-9888364314,+91-9888365421,2026-08-21T11:52:00Z,12,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S39-00030,+91-9888365421,+91-9888360993,2026-08-19T19:53:00Z,6,TOWER-DL-RC-102,INCOMING,DATA
CDR-S39-00031,+91-9888360993,+91-9888362100,2026-08-19T01:54:00Z,373,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S39-00032,+91-9888362100,+91-9888363207,2026-08-20T08:50:00Z,2,TOWER-HR-KD-201,INCOMING,SMS
CDR-S39-00033,+91-9888363207,+91-9888364314,2026-08-20T06:24:00Z,228,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S39-00034,+91-9888364314,+91-9888365421,2026-08-19T09:10:00Z,420,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S39-00035,+91-9888365421,+91-9888360993,2026-08-21T19:19:00Z,3,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S39-00036,+91-9888360993,+91-9888362100,2026-08-20T20:18:00Z,28,TOWER-DL-RC-102,INCOMING,DATA
CDR-S39-00037,+91-9888362100,+91-9888363207,2026-08-19T01:24:00Z,173,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S39-00038,+91-9888363207,+91-9888364314,2026-08-19T19:34:00Z,27,TOWER-HR-KD-201,INCOMING,SMS
CDR-S39-00039,+91-9888364314,+91-9888365421,2026-08-21T20:46:00Z,572,TOWER-DL-VK-304,OUTGOING,VOICE
