cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S14-00001,+91-9854267493,+91-9854268600,2026-08-03T12:49:00Z,145,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S14-00002,+91-9854268600,+91-9854269707,2026-08-03T04:42:00Z,24,TOWER-HR-KD-201,INCOMING,SMS
CDR-S14-00003,+91-9854269707,+91-9854270814,2026-08-01T11:07:00Z,239,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S14-00004,+91-9854270814,+91-9854271921,2026-08-02T18:26:00Z,235,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S14-00005,+91-9854271921,+91-9854267493,2026-08-01T04:36:00Z,3,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S14-00006,+91-9854267493,+91-9854268600,2026-08-03T21:15:00Z,1,TOWER-DL-VK-304,INCOMING,DATA
CDR-S14-00007,+91-9854268600,+91-9854269707,2026-08-02T03:16:00Z,424,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S14-00008,+91-9854269707,+91-9854270814,2026-08-03T12:58:00Z,15,TOWER-HR-KD-201,INCOMING,SMS
CDR-S14-00009,+91-9854270814,+91-9854271921,2026-08-01T23:58:00Z,116,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S14-00010,+91-9854271921,+91-9854267493,2026-08-02T12:08:00Z,421,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S14-00011,+91-9854267493,+91-9854268600,2026-08-01T02:47:00Z,20,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S14-00012,+91-9854268600,+91-9854269707,2026-08-02T23:10:00Z,11,TOWER-DL-VK-304,INCOMING,DATA
CDR-S14-00013,+91-9854269707,+91-9854270814,2026-08-02T17:21:00Z,564,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S14-00014,+91-9854270814,+91-9854271921,2026-08-03T11:14:00Z,29,TOWER-HR-KD-201,INCOMING,SMS
CDR-S14-00015,+91-9854271921,+91-9854267493,2026-08-03T23:50:00Z,459,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S14-00016,+91-9854267493,+91-9854268600,2026-08-02T20:37:00Z,101,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S14-00017,+91-9854268600,+91-9854269707,2026-08-03T11:25:00Z,28,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S14-00018,+91-9854269707,+91-9854270814,2026-08-02T01:23:00Z,9,TOWER-DL-VK-304,INCOMING,DATA
CDR-S14-00019,+91-9854270814,+91-9854271921,2026-08-01T00:56:00Z,277,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S14-00020,+91-9854271921,+91-9854267493,2026-08-03T18:08:00Z,29,TOWER-HR-KD-201,INCOMING,SMS
CDR-S14-00021,+91-9854267493,+91-9854268600,2026-08-01T23:35:00Z,102,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S14-00022,+91-9854268600,+91-9854269707,2026-08-02T01:06:00Z,281,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S14-00023,+91-9854269707,+91-9854270814,2026-08-03T10:37:00Z,14,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S14-00024,+91-9854270814,+91-9854271921,2026-08-03T03:50:00Z,24,TOWER-DL-VK-304,INCOMING,DATA
CDR-S14-00025,+91-9854271921,+91-9854267493,2026-08-02T06:53:00Z,364,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S14-00026,+91-9854267493,+91-9854268600,2026-08-03T12:38:00Z,29,TOWER-HR-KD-201,INCOMING,SMS
CDR-S14-00027,+91-9854268600,+91-9854269707,2026-08-02T12:47:00Z,172,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S14-00028,+91-9854269707,+91-9854270814,2026-08-03T12:48:00Z,567,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S14-00029,+91-9854270814,+91-9854271921,2026-08-02T13:15:00Z,24,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S14-00030,+91-9854271921,+91-9854267493,2026-08-03T23:55:00Z,25,TOWER-DL-VK-304,INCOMING,DATA
CDR-S14-00031,+91-9854267493,+91-9854268600,2026-08-01T22:47:00Z,433,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S14-00032,+91-9854268600,+91-9854269707,2026-08-02T05:59:00Z,5,TOWER-HR-KD-201,INCOMING,SMS
CDR-S14-00033,+91-9854269707,+91-9854270814,2026-08-03T14:21:00Z,436,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S14-00034,+91-9854270814,+91-9854271921,2026-08-03T14:48:00Z,253,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S14-00035,+91-9854271921,+91-9854267493,2026-08-03T20:37:00Z,16,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S14-00036,+91-9854267493,+91-9854268600,2026-08-03T10:01:00Z,1,TOWER-DL-VK-304,INCOMING,DATA
CDR-S14-00037,+91-9854268600,+91-9854269707,2026-08-02T16:38:00Z,431,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S14-00038,+91-9854269707,+91-9854270814,2026-08-02T07:25:00Z,9,TOWER-HR-KD-201,INCOMING,SMS
CDR-S14-00039,+91-9854270814,+91-9854271921,2026-08-01T23:43:00Z,215,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S14-00040,+91-9854271921,+91-9854267493,2026-08-02T09:58:00Z,182,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S14-00041,+91-9854267493,+91-9854268600,2026-08-01T09:35:00Z,26,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S14-00042,+91-9854268600,+91-9854269707,2026-08-02T05:12:00Z,17,TOWER-DL-VK-304,INCOMING,DATA
CDR-S14-00043,+91-9854269707,+91-9854270814,2026-08-01T07:36:00Z,563,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S14-00044,+91-9854270814,+91-9854271921,2026-08-02T21:31:00Z,9,TOWER-HR-KD-201,INCOMING,SMS
CDR-S14-00045,+91-9854271921,+91-9854267493,2026-08-01T16:34:00Z,55,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S14-00046,+91-9854267493,+91-9854268600,2026-08-03T02:09:00Z,58,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S14-00047,+91-9854268600,+91-9854269707,2026-08-03T09:15:00Z,14,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S14-00048,+91-9854269707,+91-9854270814,2026-08-03T08:24:00Z,29,TOWER-DL-VK-304,INCOMING,DATA
CDR-S14-00049,+91-9854270814,+91-9854271921,2026-08-02T22:15:00Z,136,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S14-00050,+91-9854271921,+91-9854267493,2026-08-03T16:10:00Z,11,TOWER-HR-KD-201,INCOMING,SMS
CDR-S14-00051,+91-9854267493,+91-9854268600,2026-08-03T07:11:00Z,16,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S14-00052,+91-9854268600,+91-9854269707,2026-08-03T08:53:00Z,424,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S14-00053,+91-9854269707,+91-9854270814,2026-08-01T11:26:00Z,14,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S14-00054,+91-9854270814,+91-9854271921,2026-08-01T03:02:00Z,8,TOWER-DL-VK-304,INCOMING,DATA
CDR-S14-00055,+91-9854271921,+91-9854267493,2026-08-01T18:50:00Z,173,TOWER-DL-CP-101,OUTGOING,VOICE
