transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S91-00001,2026-08-15T00:02:00Z,3189,203195,61798.95,UPI,BR-001042,MOBILE_APP,38201.05,Online payment
CBS-S91-00002,2026-08-15T00:16:00Z,103192,3189,18160.09,NEFT,BR-000240,NET_BANKING,81839.91,Invoice settlement
CBS-S91-00003,2026-08-15T00:36:00Z,203195,103192,50362.0,RTGS,BR-000102,NET_BANKING,49638.0,Salary credit
CBS-S91-00004,2026-08-15T00:52:00Z,3189,203195,72675.47,IMPS,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S91-00005,2026-08-15T01:07:00Z,103192,3189,6227.47,ATM,BR-000240,ATM_KIOSK,75612.44,Vendor payment
CBS-S91-00006,2026-08-15T01:24:00Z,203195,103192,86239.34,CHEQUE,BR-000102,ATM_KIOSK,0.0,EMI debit
CBS-S91-00007,2026-08-15T01:40:00Z,3189,203195,37373.03,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S91-00008,2026-08-15T01:53:00Z,103192,3189,15084.43,NEFT,BR-000240,NET_BANKING,60528.01,Self-transfer
CBS-S91-00009,2026-08-15T02:02:00Z,203195,103192,23692.85,RTGS,BR-000102,NET_BANKING,0.0,Business advance
CBS-S91-00010,2026-08-15T02:19:00Z,3189,203195,31623.95,IMPS,BR-001042,ATM_KIOSK,0.0,Utility payment
CBS-S91-00011,2026-08-15T02:31:00Z,103192,3189,21369.42,ATM,BR-000240,ATM_KIOSK,39158.590000000004,Online payment
CBS-S91-00012,2026-08-15T02:45:00Z,203195,103192,17151.31,CHEQUE,BR-000102,ATM_KIOSK,0.0,Invoice settlement
CBS-S91-00013,2026-08-15T03:10:00Z,3189,203195,23032.56,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S91-00014,2026-08-15T03:25:00Z,103192,3189,16132.13,NEFT,BR-000240,NET_BANKING,23026.460000000006,UPI transfer
CBS-S91-00015,2026-08-15T03:32:00Z,203195,103192,2036.61,RTGS,BR-000102,NET_BANKING,0.0,Vendor payment
CBS-S91-00016,2026-08-15T03:46:00Z,3189,203195,45977.25,IMPS,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S91-00017,2026-08-15T04:03:00Z,103192,3189,15569.02,ATM,BR-000240,ATM_KIOSK,7457.440000000006,Refund credit
CBS-S91-00018,2026-08-15T04:15:00Z,203195,103192,95405.95,CHEQUE,BR-000102,ATM_KIOSK,0.0,Self-transfer
CBS-S91-00019,2026-08-15T04:36:00Z,3189,203195,20573.05,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S91-00020,2026-08-15T04:51:00Z,103192,3189,63369.81,NEFT,BR-000240,NET_BANKING,0.0,Utility payment
CBS-S91-00021,2026-08-15T05:06:00Z,203195,103192,94440.28,RTGS,BR-000102,NET_BANKING,0.0,Online payment
CBS-S91-00022,2026-08-15T05:18:00Z,3189,203195,91121.19,IMPS,BR-001042,ATM_KIOSK,0.0,Invoice settlement
CBS-S91-00023,2026-08-15T05:33:00Z,103192,3189,93133.7,ATM,BR-000240,ATM_KIOSK,0.0,Salary credit
CBS-S91-00024,2026-08-15T05:55:00Z,203195,103192,87986.13,CHEQUE,BR-000102,ATM_KIOSK,0.0,UPI transfer
CBS-S91-00025,2026-08-15T06:08:00Z,3189,203195,7343.62,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S91-00026,2026-08-15T06:21:00Z,103192,3189,25807.91,NEFT,BR-000240,NET_BANKING,0.0,EMI debit
CBS-S91-00027,2026-08-15T06:36:00Z,203195,103192,22139.83,RTGS,BR-000102,NET_BANKING,0.0,Refund credit
CBS-S91-00028,2026-08-15T06:49:00Z,3189,203195,7623.55,IMPS,BR-001042,ATM_KIOSK,0.0,Self-transfer
CBS-S91-00029,2026-08-15T07:09:00Z,103192,3189,6814.84,ATM,BR-000240,ATM_KIOSK,0.0,Business advance
CBS-S91-00030,2026-08-15T07:25:00Z,203195,103192,28135.33,CHEQUE,BR-000102,ATM_KIOSK,0.0,Utility payment
CBS-S91-00031,2026-08-15T07:32:00Z,3189,203195,71944.97,UPI,BR-001042,MOBILE_APP,0.0,Online payment
CBS-S91-00032,2026-08-15T07:55:00Z,103192,3189,29195.99,NEFT,BR-000240,NET_BANKING,0.0,Invoice settlement
CBS-S91-00033,2026-08-15T08:04:00Z,203195,103192,52509.44,RTGS,BR-000102,NET_BANKING,0.0,Salary credit
CBS-S91-00034,2026-08-15T08:16:00Z,3189,203195,73096.65,IMPS,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S91-00035,2026-08-15T08:34:00Z,103192,3189,57276.09,ATM,BR-000240,ATM_KIOSK,0.0,Vendor payment
CBS-S91-00036,2026-08-15T08:54:00Z,203195,103192,36142.18,CHEQUE,BR-000102,ATM_KIOSK,0.0,EMI debit
CBS-S91-00037,2026-08-15T09:07:00Z,3189,203195,35256.92,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S91-00038,2026-08-15T09:24:00Z,103192,3189,17856.8,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
