transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S87-00001,2026-08-01T00:02:00Z,3889,203895,78797.37,UPI,BR-001042,MOBILE_APP,21202.630000000005,Online payment
CBS-S87-00002,2026-08-01T00:25:00Z,103892,303898,16947.51,NEFT,BR-000240,NET_BANKING,83052.49,Invoice settlement
CBS-S87-00003,2026-08-01T00:31:00Z,203895,503904,3211.37,RTGS,BR-000102,NET_BANKING,96788.63,Salary credit
CBS-S87-00004,2026-08-01T00:49:00Z,303898,3889,47031.09,IMPS,BR-019200,ATM_KIOSK,52968.91,UPI transfer
CBS-S87-00005,2026-08-01T01:07:00Z,503904,103892,91999.41,ATM,BR-DELKHO,ATM_KIOSK,8000.5899999999965,Vendor payment
CBS-S87-00006,2026-08-01T01:17:00Z,3889,203895,90009.93,CHEQUE,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S87-00007,2026-08-01T01:36:00Z,103892,303898,2174.64,UPI,BR-000240,MOBILE_APP,80877.85,Refund credit
CBS-S87-00008,2026-08-01T01:52:00Z,203895,503904,32996.45,NEFT,BR-000102,NET_BANKING,63792.18000000001,Self-transfer
CBS-S87-00009,2026-08-01T02:08:00Z,303898,3889,66822.91,RTGS,BR-019200,NET_BANKING,0.0,Business advance
CBS-S87-00010,2026-08-01T02:15:00Z,503904,103892,51413.04,IMPS,BR-DELKHO,ATM_KIOSK,0.0,Utility payment
CBS-S87-00011,2026-08-01T02:34:00Z,3889,203895,85804.92,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S87-00012,2026-08-01T02:49:00Z,103892,303898,85683.77,CHEQUE,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S87-00013,2026-08-01T03:05:00Z,203895,503904,19939.81,UPI,BR-000102,MOBILE_APP,43852.37000000001,Salary credit
CBS-S87-00014,2026-08-01T03:23:00Z,303898,3889,54496.87,NEFT,BR-019200,NET_BANKING,0.0,UPI transfer
CBS-S87-00015,2026-08-01T03:33:00Z,503904,103892,56977.27,RTGS,BR-DELKHO,NET_BANKING,0.0,Vendor payment
CBS-S87-00016,2026-08-01T03:48:00Z,3889,203895,33310.22,IMPS,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S87-00017,2026-08-01T04:01:00Z,103892,303898,24610.34,ATM,BR-000240,ATM_KIOSK,0.0,Refund credit
CBS-S87-00018,2026-08-01T04:20:00Z,203895,503904,23193.08,CHEQUE,BR-000102,ATM_KIOSK,20659.290000000008,Self-transfer
CBS-S87-00019,2026-08-01T04:34:00Z,303898,3889,25424.58,UPI,BR-019200,MOBILE_APP,0.0,Business advance
CBS-S87-00020,2026-08-01T04:49:00Z,503904,103892,5824.22,NEFT,BR-DELKHO,NET_BANKING,0.0,Utility payment
CBS-S87-00021,2026-08-01T05:10:00Z,3889,203895,28547.13,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S87-00022,2026-08-01T05:18:00Z,103892,303898,42000.21,IMPS,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S87-00023,2026-08-01T05:31:00Z,203895,503904,10665.14,ATM,BR-000102,ATM_KIOSK,9994.150000000009,Salary credit
CBS-S87-00024,2026-08-01T05:50:00Z,303898,3889,51759.77,CHEQUE,BR-019200,ATM_KIOSK,0.0,UPI transfer
CBS-S87-00025,2026-08-01T06:01:00Z,503904,103892,30091.61,UPI,BR-DELKHO,MOBILE_APP,0.0,Vendor payment
CBS-S87-00026,2026-08-01T06:16:00Z,3889,203895,37253.26,NEFT,BR-001042,NET_BANKING,0.0,EMI debit
CBS-S87-00027,2026-08-01T06:32:00Z,103892,303898,28374.38,RTGS,BR-000240,NET_BANKING,0.0,Refund credit
CBS-S87-00028,2026-08-01T06:55:00Z,203895,503904,24744.88,IMPS,BR-000102,ATM_KIOSK,0.0,Self-transfer
CBS-S87-00029,2026-08-01T07:04:00Z,303898,3889,73334.55,ATM,BR-019200,ATM_KIOSK,0.0,Business advance
CBS-S87-00030,2026-08-01T07:19:00Z,503904,103892,25920.99,CHEQUE,BR-DELKHO,ATM_KIOSK,0.0,Utility payment
CBS-S87-00031,2026-08-01T07:34:00Z,3889,203895,94543.09,UPI,BR-001042,MOBILE_APP,0.0,Online payment
CBS-S87-00032,2026-08-01T07:45:00Z,103892,303898,84235.88,NEFT,BR-000240,NET_BANKING,0.0,Invoice settlement
CBS-S87-00033,2026-08-01T08:08:00Z,203895,503904,10653.42,RTGS,BR-000102,NET_BANKING,0.0,Salary credit
