cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S15-00001,+91-9855738193,+91-9855739300,2026-08-18T20:46:00Z,141,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S15-00002,+91-9855739300,+91-9855740407,2026-08-19T11:39:00Z,19,TOWER-HR-KD-201,INCOMING,SMS
CDR-S15-00003,+91-9855740407,+91-9855741514,2026-08-18T08:24:00Z,519,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S15-00004,+91-9855741514,+91-9855738193,2026-08-19T22:09:00Z,152,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S15-00005,+91-9855738193,+91-9855739300,2026-08-20T13:14:00Z,8,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S15-00006,+91-9855739300,+91-9855740407,2026-08-20T23:27:00Z,21,TOWER-DL-RC-102,INCOMING,DATA
CDR-S15-00007,+91-9855740407,+91-9855741514,2026-08-18T04:02:00Z,228,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S15-00008,+91-9855741514,+91-9855738193,2026-08-19T02:17:00Z,3,TOWER-HR-KD-201,INCOMING,SMS
CDR-S15-00009,+91-9855738193,+91-9855739300,2026-08-19T17:17:00Z,506,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S15-00010,+91-9855739300,+91-9855740407,2026-08-19T19:55:00Z,19,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S15-00011,+91-9855740407,+91-9855741514,2026-08-18T23:53:00Z,28,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S15-00012,+91-9855741514,+91-9855738193,2026-08-20T19:18:00Z,13,TOWER-DL-RC-102,INCOMING,DATA
CDR-S15-00013,+91-9855738193,+91-9855739300,2026-08-19T15:26:00Z,542,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S15-00014,+91-9855739300,+91-9855740407,2026-08-18T18:31:00Z,17,TOWER-HR-KD-201,INCOMING,SMS
CDR-S15-00015,+91-9855740407,+91-9855741514,2026-08-19T22:00:00Z,330,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S15-00016,+91-9855741514,+91-9855738193,2026-08-19T20:29:00Z,409,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S15-00017,+91-9855738193,+91-9855739300,2026-08-20T10:46:00Z,2,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S15-00018,+91-9855739300,+91-9855740407,2026-08-20T00:58:00Z,19,TOWER-DL-RC-102,INCOMING,DATA
CDR-S15-00019,+91-9855740407,+91-9855741514,2026-08-18T22:20:00Z,262,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S15-00020,+91-9855741514,+91-9855738193,2026-08-20T02:52:00Z,13,TOWER-HR-KD-201,INCOMING,SMS
CDR-S15-00021,+91-9855738193,+91-9855739300,2026-08-19T19:25:00Z,399,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S15-00022,+91-9855739300,+91-9855740407,2026-08-19T00:08:00Z,399,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S15-00023,+91-9855740407,+91-9855741514,2026-08-18T00:00:00Z,9,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S15-00024,+91-9855741514,+91-9855738193,2026-08-19T02:01:00Z,16,TOWER-DL-RC-102,INCOMING,DATA
CDR-S15-00025,+91-9855738193,+91-9855739300,2026-08-19T22:29:00Z,83,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S15-00026,+91-9855739300,+91-9855740407,2026-08-19T00:46:00Z,1,TOWER-HR-KD-201,INCOMING,SMS
CDR-S15-00027,+91-9855740407,+91-9855741514,2026-08-20T08:31:00Z,526,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S15-00028,+91-9855741514,+91-9855738193,2026-08-19T02:50:00Z,297,TOWER-DL-DW-405,INCOMING,VOICE
