cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S29-00001,+91-9874990993,+91-9874992100,2026-08-21T10:36:00Z,141,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00002,+91-9874992100,+91-9874993207,2026-08-20T12:11:00Z,1,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00003,+91-9874993207,+91-9874994314,2026-08-20T23:32:00Z,161,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00004,+91-9874994314,+91-9874995421,2026-08-19T15:42:00Z,384,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00005,+91-9874995421,+91-9874990993,2026-08-21T06:27:00Z,6,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00006,+91-9874990993,+91-9874992100,2026-08-19T19:13:00Z,10,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00007,+91-9874992100,+91-9874993207,2026-08-21T16:06:00Z,597,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00008,+91-9874993207,+91-9874994314,2026-08-19T18:34:00Z,13,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00009,+91-9874994314,+91-9874995421,2026-08-19T03:35:00Z,256,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00010,+91-9874995421,+91-9874990993,2026-08-20T21:14:00Z,299,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00011,+91-9874990993,+91-9874992100,2026-08-20T09:44:00Z,10,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00012,+91-9874992100,+91-9874993207,2026-08-20T10:49:00Z,30,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00013,+91-9874993207,+91-9874994314,2026-08-21T00:36:00Z,501,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00014,+91-9874994314,+91-9874995421,2026-08-19T11:34:00Z,12,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00015,+91-9874995421,+91-9874990993,2026-08-20T08:50:00Z,59,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00016,+91-9874990993,+91-9874992100,2026-08-21T01:32:00Z,331,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00017,+91-9874992100,+91-9874993207,2026-08-21T20:00:00Z,18,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00018,+91-9874993207,+91-9874994314,2026-08-21T05:14:00Z,7,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00019,+91-9874994314,+91-9874995421,2026-08-19T06:29:00Z,51,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00020,+91-9874995421,+91-9874990993,2026-08-21T09:13:00Z,6,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00021,+91-9874990993,+91-9874992100,2026-08-21T04:14:00Z,228,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00022,+91-9874992100,+91-9874993207,2026-08-21T23:40:00Z,275,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00023,+91-9874993207,+91-9874994314,2026-08-20T07:19:00Z,30,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00024,+91-9874994314,+91-9874995421,2026-08-21T15:08:00Z,22,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00025,+91-9874995421,+91-9874990993,2026-08-20T18:07:00Z,240,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00026,+91-9874990993,+91-9874992100,2026-08-20T13:12:00Z,2,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00027,+91-9874992100,+91-9874993207,2026-08-19T23:08:00Z,169,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00028,+91-9874993207,+91-9874994314,2026-08-19T04:44:00Z,570,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00029,+91-9874994314,+91-9874995421,2026-08-20T16:59:00Z,27,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00030,+91-9874995421,+91-9874990993,2026-08-20T05:56:00Z,15,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00031,+91-9874990993,+91-9874992100,2026-08-19T05:31:00Z,362,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00032,+91-9874992100,+91-9874993207,2026-08-20T12:47:00Z,12,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00033,+91-9874993207,+91-9874994314,2026-08-20T03:41:00Z,293,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00034,+91-9874994314,+91-9874995421,2026-08-21T02:28:00Z,447,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00035,+91-9874995421,+91-9874990993,2026-08-21T04:29:00Z,21,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00036,+91-9874990993,+91-9874992100,2026-08-21T15:45:00Z,24,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00037,+91-9874992100,+91-9874993207,2026-08-20T16:03:00Z,36,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00038,+91-9874993207,+91-9874994314,2026-08-20T21:55:00Z,14,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00039,+91-9874994314,+91-9874995421,2026-08-19T15:01:00Z,562,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00040,+91-9874995421,+91-9874990993,2026-08-20T20:10:00Z,405,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00041,+91-9874990993,+91-9874992100,2026-08-21T19:29:00Z,6,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00042,+91-9874992100,+91-9874993207,2026-08-20T12:50:00Z,26,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00043,+91-9874993207,+91-9874994314,2026-08-20T15:05:00Z,503,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00044,+91-9874994314,+91-9874995421,2026-08-21T12:07:00Z,19,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00045,+91-9874995421,+91-9874990993,2026-08-21T22:09:00Z,452,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00046,+91-9874990993,+91-9874992100,2026-08-20T02:24:00Z,382,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00047,+91-9874992100,+91-9874993207,2026-08-21T14:22:00Z,13,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00048,+91-9874993207,+91-9874994314,2026-08-21T23:47:00Z,2,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00049,+91-9874994314,+91-9874995421,2026-08-19T16:07:00Z,255,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00050,+91-9874995421,+91-9874990993,2026-08-19T02:02:00Z,25,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00051,+91-9874990993,+91-9874992100,2026-08-20T14:05:00Z,30,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00052,+91-9874992100,+91-9874993207,2026-08-20T19:04:00Z,115,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00053,+91-9874993207,+91-9874994314,2026-08-21T15:47:00Z,9,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00054,+91-9874994314,+91-9874995421,2026-08-21T03:40:00Z,28,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00055,+91-9874995421,+91-9874990993,2026-08-21T08:27:00Z,86,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00056,+91-9874990993,+91-9874992100,2026-08-21T22:05:00Z,30,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00057,+91-9874992100,+91-9874993207,2026-08-19T12:38:00Z,66,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00058,+91-9874993207,+91-9874994314,2026-08-19T19:10:00Z,324,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00059,+91-9874994314,+91-9874995421,2026-08-20T11:33:00Z,19,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00060,+91-9874995421,+91-9874990993,2026-08-19T17:38:00Z,10,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00061,+91-9874990993,+91-9874992100,2026-08-21T08:20:00Z,307,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00062,+91-9874992100,+91-9874993207,2026-08-20T22:15:00Z,30,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00063,+91-9874993207,+91-9874994314,2026-08-21T09:59:00Z,446,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00064,+91-9874994314,+91-9874995421,2026-08-20T00:33:00Z,394,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00065,+91-9874995421,+91-9874990993,2026-08-20T20:28:00Z,13,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00066,+91-9874990993,+91-9874992100,2026-08-20T18:53:00Z,18,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00067,+91-9874992100,+91-9874993207,2026-08-21T07:44:00Z,527,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00068,+91-9874993207,+91-9874994314,2026-08-19T10:40:00Z,22,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00069,+91-9874994314,+91-9874995421,2026-08-20T07:01:00Z,291,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00070,+91-9874995421,+91-9874990993,2026-08-20T22:25:00Z,152,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00071,+91-9874990993,+91-9874992100,2026-08-21T03:39:00Z,3,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00072,+91-9874992100,+91-9874993207,2026-08-19T17:28:00Z,5,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00073,+91-9874993207,+91-9874994314,2026-08-19T14:15:00Z,580,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00074,+91-9874994314,+91-9874995421,2026-08-19T03:41:00Z,9,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00075,+91-9874995421,+91-9874990993,2026-08-20T09:05:00Z,519,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00076,+91-9874990993,+91-9874992100,2026-08-20T11:59:00Z,28,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00077,+91-9874992100,+91-9874993207,2026-08-21T02:35:00Z,14,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00078,+91-9874993207,+91-9874994314,2026-08-21T03:02:00Z,22,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00079,+91-9874994314,+91-9874995421,2026-08-19T02:41:00Z,571,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00080,+91-9874995421,+91-9874990993,2026-08-21T15:33:00Z,18,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00081,+91-9874990993,+91-9874992100,2026-08-20T16:58:00Z,222,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00082,+91-9874992100,+91-9874993207,2026-08-21T20:13:00Z,540,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00083,+91-9874993207,+91-9874994314,2026-08-21T07:39:00Z,22,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00084,+91-9874994314,+91-9874995421,2026-08-20T13:15:00Z,22,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00085,+91-9874995421,+91-9874990993,2026-08-19T12:12:00Z,392,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00086,+91-9874990993,+91-9874992100,2026-08-21T07:10:00Z,4,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00087,+91-9874992100,+91-9874993207,2026-08-21T04:10:00Z,539,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00088,+91-9874993207,+91-9874994314,2026-08-19T10:20:00Z,188,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00089,+91-9874994314,+91-9874995421,2026-08-20T21:36:00Z,26,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00090,+91-9874995421,+91-9874990993,2026-08-19T02:31:00Z,28,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00091,+91-9874990993,+91-9874992100,2026-08-19T20:03:00Z,145,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00092,+91-9874992100,+91-9874993207,2026-08-21T03:46:00Z,24,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00093,+91-9874993207,+91-9874994314,2026-08-21T04:31:00Z,227,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00094,+91-9874994314,+91-9874995421,2026-08-20T18:06:00Z,251,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00095,+91-9874995421,+91-9874990993,2026-08-20T16:29:00Z,10,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00096,+91-9874990993,+91-9874992100,2026-08-21T11:47:00Z,27,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00097,+91-9874992100,+91-9874993207,2026-08-20T20:13:00Z,388,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00098,+91-9874993207,+91-9874994314,2026-08-20T03:38:00Z,8,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00099,+91-9874994314,+91-9874995421,2026-08-20T00:29:00Z,22,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S29-00100,+91-9874995421,+91-9874990993,2026-08-19T04:43:00Z,473,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S29-00101,+91-9874990993,+91-9874992100,2026-08-19T18:58:00Z,23,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S29-00102,+91-9874992100,+91-9874993207,2026-08-19T09:42:00Z,30,TOWER-DL-RC-102,INCOMING,DATA
CDR-S29-00103,+91-9874993207,+91-9874994314,2026-08-21T02:32:00Z,505,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S29-00104,+91-9874994314,+91-9874995421,2026-08-19T09:15:00Z,26,TOWER-HR-KD-201,INCOMING,SMS
CDR-S29-00105,+91-9874995421,+91-9874990993,2026-08-19T21:10:00Z,181,TOWER-DL-VK-304,OUTGOING,VOICE
