transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S29-00001,2026-08-19T00:09:00Z,3089,303098,69903.23,UPI,BR-001042,MOBILE_APP,30096.770000000004,Online payment
CBS-S29-00002,2026-08-19T00:19:00Z,103092,3089,76796.38,NEFT,BR-000240,NET_BANKING,23203.619999999995,Invoice settlement
CBS-S29-00003,2026-08-19T00:40:00Z,303098,103092,15495.27,RTGS,BR-019200,NET_BANKING,84504.73,Salary credit
CBS-S29-00004,2026-08-19T00:47:00Z,3089,303098,60718.72,IMPS,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S29-00005,2026-08-19T01:01:00Z,103092,3089,32184.36,ATM,BR-000240,ATM_KIOSK,0.0,Vendor payment
CBS-S29-00006,2026-08-19T01:25:00Z,303098,103092,63524.64,CHEQUE,BR-019200,ATM_KIOSK,20980.089999999997,EMI debit
CBS-S29-00007,2026-08-19T01:39:00Z,3089,303098,11233.53,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S29-00008,2026-08-19T01:49:00Z,103092,3089,3805.48,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
CBS-S29-00009,2026-08-19T02:06:00Z,303098,103092,25548.26,RTGS,BR-019200,NET_BANKING,0.0,Business advance
CBS-S29-00010,2026-08-19T02:20:00Z,3089,303098,10896.11,IMPS,BR-001042,ATM_KIOSK,0.0,Utility payment
CBS-S29-00011,2026-08-19T02:30:00Z,103092,3089,18770.11,ATM,BR-000240,ATM_KIOSK,0.0,Online payment
CBS-S29-00012,2026-08-19T02:49:00Z,303098,103092,77276.24,CHEQUE,BR-019200,ATM_KIOSK,0.0,Invoice settlement
CBS-S29-00013,2026-08-19T03:06:00Z,3089,303098,56674.51,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S29-00014,2026-08-19T03:19:00Z,103092,3089,76325.66,NEFT,BR-000240,NET_BANKING,0.0,UPI transfer
CBS-S29-00015,2026-08-19T03:40:00Z,303098,103092,43135.6,RTGS,BR-019200,NET_BANKING,0.0,Vendor payment
CBS-S29-00016,2026-08-19T03:54:00Z,3089,303098,72524.55,IMPS,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S29-00017,2026-08-19T04:02:00Z,103092,3089,95988.07,ATM,BR-000240,ATM_KIOSK,0.0,Refund credit
CBS-S29-00018,2026-08-19T04:15:00Z,303098,103092,50919.18,CHEQUE,BR-019200,ATM_KIOSK,0.0,Self-transfer
CBS-S29-00019,2026-08-19T04:31:00Z,3089,303098,16213.33,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S29-00020,2026-08-19T04:51:00Z,103092,3089,19774.67,NEFT,BR-000240,NET_BANKING,0.0,Utility payment
CBS-S29-00021,2026-08-19T05:05:00Z,303098,103092,20490.97,RTGS,BR-019200,NET_BANKING,0.0,Online payment
CBS-S29-00022,2026-08-19T05:19:00Z,3089,303098,686.17,IMPS,BR-001042,ATM_KIOSK,0.0,Invoice settlement
CBS-S29-00023,2026-08-19T05:34:00Z,103092,3089,19397.99,ATM,BR-000240,ATM_KIOSK,0.0,Salary credit
CBS-S29-00024,2026-08-19T05:46:00Z,303098,103092,65344.61,CHEQUE,BR-019200,ATM_KIOSK,0.0,UPI transfer
CBS-S29-00025,2026-08-19T06:06:00Z,3089,303098,94410.51,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S29-00026,2026-08-19T06:19:00Z,103092,3089,92325.59,NEFT,BR-000240,NET_BANKING,0.0,EMI debit
CBS-S29-00027,2026-08-19T06:40:00Z,303098,103092,23128.43,RTGS,BR-019200,NET_BANKING,0.0,Refund credit
CBS-S29-00028,2026-08-19T06:50:00Z,3089,303098,22847.21,IMPS,BR-001042,ATM_KIOSK,0.0,Self-transfer
