cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S64-00001,+91-9821117493,+91-9821118600,2026-08-02T16:39:00Z,168,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S64-00002,+91-9821118600,+91-9821119707,2026-08-02T19:17:00Z,28,TOWER-HR-KD-201,INCOMING,SMS
CDR-S64-00003,+91-9821119707,+91-9821120814,2026-08-02T23:52:00Z,148,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S64-00004,+91-9821120814,+91-9821121921,2026-08-03T00:40:00Z,236,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S64-00005,+91-9821121921,+91-9821117493,2026-08-01T21:42:00Z,2,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S64-00006,+91-9821117493,+91-9821118600,2026-08-01T02:45:00Z,28,TOWER-DL-VK-304,INCOMING,DATA
CDR-S64-00007,+91-9821118600,+91-9821119707,2026-08-03T02:25:00Z,423,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S64-00008,+91-9821119707,+91-9821120814,2026-08-02T21:58:00Z,30,TOWER-HR-KD-201,INCOMING,SMS
CDR-S64-00009,+91-9821120814,+91-9821121921,2026-08-03T02:02:00Z,573,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S64-00010,+91-9821121921,+91-9821117493,2026-08-03T00:41:00Z,500,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S64-00011,+91-9821117493,+91-9821118600,2026-08-02T11:01:00Z,6,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S64-00012,+91-9821118600,+91-9821119707,2026-08-01T06:53:00Z,30,TOWER-DL-VK-304,INCOMING,DATA
CDR-S64-00013,+91-9821119707,+91-9821120814,2026-08-03T12:00:00Z,477,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S64-00014,+91-9821120814,+91-9821121921,2026-08-03T07:12:00Z,16,TOWER-HR-KD-201,INCOMING,SMS
CDR-S64-00015,+91-9821121921,+91-9821117493,2026-08-03T18:33:00Z,289,TOWER-DL-VK-304,OUTGOING,VOICE
