cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S44-00001,+91-9894377493,+91-9894378600,2026-08-03T05:42:00Z,158,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S44-00002,+91-9894378600,+91-9894379707,2026-08-03T05:01:00Z,15,TOWER-HR-KD-201,INCOMING,SMS
CDR-S44-00003,+91-9894379707,+91-9894380814,2026-08-03T06:06:00Z,303,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S44-00004,+91-9894380814,+91-9894381921,2026-08-02T01:50:00Z,63,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S44-00005,+91-9894381921,+91-9894377493,2026-08-02T21:51:00Z,10,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S44-00006,+91-9894377493,+91-9894378600,2026-08-03T08:44:00Z,3,TOWER-DL-VK-304,INCOMING,DATA
CDR-S44-00007,+91-9894378600,+91-9894379707,2026-08-01T17:00:00Z,377,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S44-00008,+91-9894379707,+91-9894380814,2026-08-03T16:59:00Z,14,TOWER-HR-KD-201,INCOMING,SMS
CDR-S44-00009,+91-9894380814,+91-9894381921,2026-08-01T21:01:00Z,260,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S44-00010,+91-9894381921,+91-9894377493,2026-08-01T05:46:00Z,578,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S44-00011,+91-9894377493,+91-9894378600,2026-08-03T03:48:00Z,19,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S44-00012,+91-9894378600,+91-9894379707,2026-08-01T06:40:00Z,9,TOWER-DL-VK-304,INCOMING,DATA
CDR-S44-00013,+91-9894379707,+91-9894380814,2026-08-02T10:25:00Z,509,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S44-00014,+91-9894380814,+91-9894381921,2026-08-02T16:19:00Z,28,TOWER-HR-KD-201,INCOMING,SMS
CDR-S44-00015,+91-9894381921,+91-9894377493,2026-08-02T10:26:00Z,61,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S44-00016,+91-9894377493,+91-9894378600,2026-08-02T16:17:00Z,546,TOWER-DL-CP-101,INCOMING,VOICE
