cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S59-00001,+91-9815100993,+91-9815102100,2026-08-20T20:32:00Z,277,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S59-00002,+91-9815102100,+91-9815103207,2026-08-20T09:30:00Z,21,TOWER-HR-KD-201,INCOMING,SMS
CDR-S59-00003,+91-9815103207,+91-9815104314,2026-08-19T04:36:00Z,536,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S59-00004,+91-9815104314,+91-9815105421,2026-08-21T21:08:00Z,590,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S59-00005,+91-9815105421,+91-9815100993,2026-08-19T17:41:00Z,13,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S59-00006,+91-9815100993,+91-9815102100,2026-08-20T02:02:00Z,2,TOWER-DL-RC-102,INCOMING,DATA
CDR-S59-00007,+91-9815102100,+91-9815103207,2026-08-21T05:48:00Z,511,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S59-00008,+91-9815103207,+91-9815104314,2026-08-21T15:17:00Z,3,TOWER-HR-KD-201,INCOMING,SMS
CDR-S59-00009,+91-9815104314,+91-9815105421,2026-08-19T17:14:00Z,363,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S59-00010,+91-9815105421,+91-9815100993,2026-08-21T09:27:00Z,54,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S59-00011,+91-9815100993,+91-9815102100,2026-08-21T10:17:00Z,1,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S59-00012,+91-9815102100,+91-9815103207,2026-08-20T06:19:00Z,13,TOWER-DL-RC-102,INCOMING,DATA
CDR-S59-00013,+91-9815103207,+91-9815104314,2026-08-21T17:48:00Z,451,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S59-00014,+91-9815104314,+91-9815105421,2026-08-19T09:40:00Z,3,TOWER-HR-KD-201,INCOMING,SMS
CDR-S59-00015,+91-9815105421,+91-9815100993,2026-08-20T06:25:00Z,22,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S59-00016,+91-9815100993,+91-9815102100,2026-08-21T16:12:00Z,182,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S59-00017,+91-9815102100,+91-9815103207,2026-08-19T00:09:00Z,25,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S59-00018,+91-9815103207,+91-9815104314,2026-08-21T17:46:00Z,13,TOWER-DL-RC-102,INCOMING,DATA
CDR-S59-00019,+91-9815104314,+91-9815105421,2026-08-20T04:36:00Z,35,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S59-00020,+91-9815105421,+91-9815100993,2026-08-19T17:06:00Z,10,TOWER-HR-KD-201,INCOMING,SMS
CDR-S59-00021,+91-9815100993,+91-9815102100,2026-08-21T17:09:00Z,315,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S59-00022,+91-9815102100,+91-9815103207,2026-08-21T00:06:00Z,60,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S59-00023,+91-9815103207,+91-9815104314,2026-08-20T09:02:00Z,16,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S59-00024,+91-9815104314,+91-9815105421,2026-08-21T07:26:00Z,7,TOWER-DL-RC-102,INCOMING,DATA
CDR-S59-00025,+91-9815105421,+91-9815100993,2026-08-20T03:49:00Z,197,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S59-00026,+91-9815100993,+91-9815102100,2026-08-20T03:03:00Z,22,TOWER-HR-KD-201,INCOMING,SMS
CDR-S59-00027,+91-9815102100,+91-9815103207,2026-08-21T14:05:00Z,156,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S59-00028,+91-9815103207,+91-9815104314,2026-08-20T02:37:00Z,340,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S59-00029,+91-9815104314,+91-9815105421,2026-08-19T21:22:00Z,22,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S59-00030,+91-9815105421,+91-9815100993,2026-08-19T23:52:00Z,4,TOWER-DL-RC-102,INCOMING,DATA
CDR-S59-00031,+91-9815100993,+91-9815102100,2026-08-21T13:17:00Z,233,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S59-00032,+91-9815102100,+91-9815103207,2026-08-19T10:43:00Z,15,TOWER-HR-KD-201,INCOMING,SMS
CDR-S59-00033,+91-9815103207,+91-9815104314,2026-08-20T04:02:00Z,592,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S59-00034,+91-9815104314,+91-9815105421,2026-08-20T23:44:00Z,598,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S59-00035,+91-9815105421,+91-9815100993,2026-08-20T11:20:00Z,18,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S59-00036,+91-9815100993,+91-9815102100,2026-08-20T03:36:00Z,5,TOWER-DL-RC-102,INCOMING,DATA
CDR-S59-00037,+91-9815102100,+91-9815103207,2026-08-19T01:32:00Z,230,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S59-00038,+91-9815103207,+91-9815104314,2026-08-21T05:36:00Z,14,TOWER-HR-KD-201,INCOMING,SMS
CDR-S59-00039,+91-9815104314,+91-9815105421,2026-08-19T08:01:00Z,121,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S59-00040,+91-9815105421,+91-9815100993,2026-08-19T15:00:00Z,181,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S59-00041,+91-9815100993,+91-9815102100,2026-08-20T10:18:00Z,15,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S59-00042,+91-9815102100,+91-9815103207,2026-08-19T09:40:00Z,18,TOWER-DL-RC-102,INCOMING,DATA
CDR-S59-00043,+91-9815103207,+91-9815104314,2026-08-20T02:19:00Z,163,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S59-00044,+91-9815104314,+91-9815105421,2026-08-20T09:20:00Z,5,TOWER-HR-KD-201,INCOMING,SMS
CDR-S59-00045,+91-9815105421,+91-9815100993,2026-08-19T01:11:00Z,280,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S59-00046,+91-9815100993,+91-9815102100,2026-08-19T02:26:00Z,547,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S59-00047,+91-9815102100,+91-9815103207,2026-08-20T09:50:00Z,22,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S59-00048,+91-9815103207,+91-9815104314,2026-08-19T12:48:00Z,11,TOWER-DL-RC-102,INCOMING,DATA
CDR-S59-00049,+91-9815104314,+91-9815105421,2026-08-21T01:28:00Z,260,TOWER-DL-CP-101,OUTGOING,VOICE
