cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S92-00001,+91-9858286093,+91-9858287200,2026-08-21T05:20:00Z,519,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S92-00002,+91-9858287200,+91-9858288307,2026-08-21T00:20:00Z,14,TOWER-HR-KD-201,INCOMING,SMS
CDR-S92-00003,+91-9858288307,+91-9858289414,2026-08-22T12:42:00Z,587,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S92-00004,+91-9858289414,+91-9858290521,2026-08-21T05:31:00Z,436,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S92-00005,+91-9858290521,+91-9858291628,2026-08-22T01:15:00Z,7,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S92-00006,+91-9858291628,+91-9858286093,2026-08-20T15:38:00Z,18,TOWER-DL-CP-101,INCOMING,DATA
CDR-S92-00007,+91-9858286093,+91-9858287200,2026-08-21T15:00:00Z,303,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S92-00008,+91-9858287200,+91-9858288307,2026-08-21T11:22:00Z,12,TOWER-DL-VK-304,INCOMING,SMS
CDR-S92-00009,+91-9858288307,+91-9858289414,2026-08-22T22:19:00Z,595,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S92-00010,+91-9858289414,+91-9858290521,2026-08-20T02:11:00Z,146,TOWER-UP-NO-506,INCOMING,VOICE
CDR-S92-00011,+91-9858290521,+91-9858291628,2026-08-20T18:35:00Z,5,TOWER-DL-CP-101,OUTGOING,SMS
CDR-S92-00012,+91-9858291628,+91-9858286093,2026-08-22T12:54:00Z,23,TOWER-HR-KD-201,INCOMING,DATA
CDR-S92-00013,+91-9858286093,+91-9858287200,2026-08-22T19:48:00Z,276,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S92-00014,+91-9858287200,+91-9858288307,2026-08-21T23:18:00Z,16,TOWER-DL-DW-405,INCOMING,SMS
CDR-S92-00015,+91-9858288307,+91-9858289414,2026-08-22T09:44:00Z,523,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S92-00016,+91-9858289414,+91-9858290521,2026-08-20T14:20:00Z,40,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S92-00017,+91-9858290521,+91-9858291628,2026-08-20T19:33:00Z,19,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S92-00018,+91-9858291628,+91-9858286093,2026-08-22T14:11:00Z,25,TOWER-DL-VK-304,INCOMING,DATA
CDR-S92-00019,+91-9858286093,+91-9858287200,2026-08-20T23:36:00Z,385,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S92-00020,+91-9858287200,+91-9858288307,2026-08-20T06:44:00Z,11,TOWER-UP-NO-506,INCOMING,SMS
