cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S81-00001,+91-9843311693,+91-9843312800,2026-08-16T00:25:00Z,454,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S81-00002,+91-9843312800,+91-9843313907,2026-08-16T01:13:00Z,2,TOWER-HR-KD-201,INCOMING,SMS
CDR-S81-00003,+91-9843313907,+91-9843315014,2026-08-16T09:02:00Z,155,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S81-00004,+91-9843315014,+91-9843316121,2026-08-15T20:15:00Z,95,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S81-00005,+91-9843316121,+91-9843311693,2026-08-17T17:19:00Z,22,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S81-00006,+91-9843311693,+91-9843312800,2026-08-15T18:49:00Z,22,TOWER-DL-CP-101,INCOMING,DATA
CDR-S81-00007,+91-9843312800,+91-9843313907,2026-08-15T20:55:00Z,577,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S81-00008,+91-9843313907,+91-9843315014,2026-08-17T15:24:00Z,10,TOWER-DL-VK-304,INCOMING,SMS
CDR-S81-00009,+91-9843315014,+91-9843316121,2026-08-16T05:32:00Z,197,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S81-00010,+91-9843316121,+91-9843311693,2026-08-16T03:05:00Z,187,TOWER-UP-NO-506,INCOMING,VOICE
CDR-S81-00011,+91-9843311693,+91-9843312800,2026-08-15T05:32:00Z,5,TOWER-DL-CP-101,OUTGOING,SMS
CDR-S81-00012,+91-9843312800,+91-9843313907,2026-08-15T22:57:00Z,20,TOWER-HR-KD-201,INCOMING,DATA
CDR-S81-00013,+91-9843313907,+91-9843315014,2026-08-15T12:42:00Z,163,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S81-00014,+91-9843315014,+91-9843316121,2026-08-16T02:11:00Z,26,TOWER-DL-DW-405,INCOMING,SMS
CDR-S81-00015,+91-9843316121,+91-9843311693,2026-08-15T12:37:00Z,196,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S81-00016,+91-9843311693,+91-9843312800,2026-08-16T02:19:00Z,504,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S81-00017,+91-9843312800,+91-9843313907,2026-08-15T10:37:00Z,14,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S81-00018,+91-9843313907,+91-9843315014,2026-08-17T02:49:00Z,26,TOWER-DL-VK-304,INCOMING,DATA
CDR-S81-00019,+91-9843315014,+91-9843316121,2026-08-15T02:39:00Z,5,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S81-00020,+91-9843316121,+91-9843311693,2026-08-16T19:09:00Z,4,TOWER-UP-NO-506,INCOMING,SMS
CDR-S81-00021,+91-9843311693,+91-9843312800,2026-08-17T13:41:00Z,356,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S81-00022,+91-9843312800,+91-9843313907,2026-08-15T11:39:00Z,594,TOWER-HR-KD-201,INCOMING,VOICE
CDR-S81-00023,+91-9843313907,+91-9843315014,2026-08-17T02:28:00Z,4,TOWER-DL-VK-304,OUTGOING,SMS
CDR-S81-00024,+91-9843315014,+91-9843316121,2026-08-16T00:15:00Z,20,TOWER-DL-DW-405,INCOMING,DATA
CDR-S81-00025,+91-9843316121,+91-9843311693,2026-08-17T01:49:00Z,116,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S81-00026,+91-9843311693,+91-9843312800,2026-08-17T12:24:00Z,26,TOWER-DL-CP-101,INCOMING,SMS
