transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S68-00001,2026-07-01T00:09:00Z,3989,3989,93964.26,UPI,BR-001042,MOBILE_APP,6035.740000000005,Online payment
CBS-S68-00002,2026-07-01T00:17:00Z,3989,3989,34190.59,NEFT,BR-001042,NET_BANKING,0.0,Invoice settlement
CBS-S68-00003,2026-07-01T00:33:00Z,3989,3989,71021.99,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S68-00004,2026-07-01T00:50:00Z,3989,3989,77582.99,IMPS,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S68-00005,2026-07-01T01:08:00Z,3989,3989,49493.59,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S68-00006,2026-07-01T01:23:00Z,3989,3989,12209.73,CHEQUE,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S68-00007,2026-07-01T01:38:00Z,3989,3989,18633.69,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S68-00008,2026-07-01T01:52:00Z,3989,3989,57854.87,NEFT,BR-001042,NET_BANKING,0.0,Self-transfer
CBS-S68-00009,2026-07-01T02:06:00Z,3989,3989,71454.63,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S68-00010,2026-07-01T02:20:00Z,3989,3989,26960.48,IMPS,BR-001042,ATM_KIOSK,0.0,Utility payment
CBS-S68-00011,2026-07-01T02:35:00Z,3989,3989,31317.01,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S68-00012,2026-07-01T02:48:00Z,3989,3989,8161.01,CHEQUE,BR-001042,ATM_KIOSK,0.0,Invoice settlement
CBS-S68-00013,2026-07-01T03:04:00Z,3989,3989,3549.06,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S68-00014,2026-07-01T03:19:00Z,3989,3989,28627.64,NEFT,BR-001042,NET_BANKING,0.0,UPI transfer
CBS-S68-00015,2026-07-01T03:30:00Z,3989,3989,12336.21,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S68-00016,2026-07-01T03:50:00Z,3989,3989,74423.04,IMPS,BR-001042,ATM_KIOSK,0.0,EMI debit
