cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S51-00001,+91-9803201693,+91-9803202800,2026-08-16T21:52:00Z,320,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S51-00002,+91-9803202800,+91-9803203907,2026-08-17T21:53:00Z,3,TOWER-HR-KD-201,INCOMING,SMS
CDR-S51-00003,+91-9803203907,+91-9803205014,2026-08-16T09:18:00Z,281,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S51-00004,+91-9803205014,+91-9803206121,2026-08-16T19:04:00Z,354,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S51-00005,+91-9803206121,+91-9803201693,2026-08-17T22:58:00Z,26,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S51-00006,+91-9803201693,+91-9803202800,2026-08-17T12:56:00Z,7,TOWER-DL-CP-101,INCOMING,DATA
CDR-S51-00007,+91-9803202800,+91-9803203907,2026-08-16T14:21:00Z,323,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S51-00008,+91-9803203907,+91-9803205014,2026-08-17T08:30:00Z,4,TOWER-DL-VK-304,INCOMING,SMS
CDR-S51-00009,+91-9803205014,+91-9803206121,2026-08-16T08:22:00Z,280,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S51-00010,+91-9803206121,+91-9803201693,2026-08-17T16:52:00Z,153,TOWER-UP-NO-506,INCOMING,VOICE
CDR-S51-00011,+91-9803201693,+91-9803202800,2026-08-16T11:14:00Z,4,TOWER-DL-CP-101,OUTGOING,SMS
CDR-S51-00012,+91-9803202800,+91-9803203907,2026-08-16T03:29:00Z,20,TOWER-HR-KD-201,INCOMING,DATA
CDR-S51-00013,+91-9803203907,+91-9803205014,2026-08-16T18:34:00Z,244,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S51-00014,+91-9803205014,+91-9803206121,2026-08-17T12:46:00Z,5,TOWER-DL-DW-405,INCOMING,SMS
