cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S77-00001,+91-9838899593,+91-9838900700,2026-08-03T16:28:00Z,315,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S77-00002,+91-9838900700,+91-9838901807,2026-08-01T04:15:00Z,22,TOWER-HR-KD-201,INCOMING,SMS
CDR-S77-00003,+91-9838901807,+91-9838902914,2026-08-01T17:27:00Z,442,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S77-00004,+91-9838902914,+91-9838904021,2026-08-03T02:39:00Z,593,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S77-00005,+91-9838904021,+91-9838905128,2026-08-03T11:55:00Z,27,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S77-00006,+91-9838905128,+91-9838906235,2026-08-01T15:31:00Z,26,TOWER-DL-CP-101,INCOMING,DATA
CDR-S77-00007,+91-9838906235,+91-9838899593,2026-08-02T00:43:00Z,506,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S77-00008,+91-9838899593,+91-9838900700,2026-08-01T07:06:00Z,7,TOWER-DL-VK-304,INCOMING,SMS
CDR-S77-00009,+91-9838900700,+91-9838901807,2026-08-03T04:16:00Z,391,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S77-00010,+91-9838901807,+91-9838902914,2026-08-03T14:13:00Z,135,TOWER-UP-NO-506,INCOMING,VOICE
CDR-S77-00011,+91-9838902914,+91-9838904021,2026-08-01T10:40:00Z,9,TOWER-DL-CP-101,OUTGOING,SMS
CDR-S77-00012,+91-9838904021,+91-9838905128,2026-08-01T22:14:00Z,29,TOWER-HR-KD-201,INCOMING,DATA
CDR-S77-00013,+91-9838905128,+91-9838906235,2026-08-02T22:54:00Z,11,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S77-00014,+91-9838906235,+91-9838899593,2026-08-03T13:08:00Z,16,TOWER-DL-DW-405,INCOMING,SMS
CDR-S77-00015,+91-9838899593,+91-9838900700,2026-08-03T22:30:00Z,205,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S77-00016,+91-9838900700,+91-9838901807,2026-08-03T16:54:00Z,98,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S77-00017,+91-9838901807,+91-9838902914,2026-08-02T15:55:00Z,16,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S77-00018,+91-9838902914,+91-9838904021,2026-08-02T15:33:00Z,7,TOWER-DL-VK-304,INCOMING,DATA
CDR-S77-00019,+91-9838904021,+91-9838905128,2026-08-03T04:00:00Z,411,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S77-00020,+91-9838905128,+91-9838906235,2026-08-02T05:30:00Z,4,TOWER-UP-NO-506,INCOMING,SMS
CDR-S77-00021,+91-9838906235,+91-9838899593,2026-08-02T03:31:00Z,37,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S77-00022,+91-9838899593,+91-9838900700,2026-08-01T12:39:00Z,11,TOWER-HR-KD-201,INCOMING,VOICE
CDR-S77-00023,+91-9838900700,+91-9838901807,2026-08-01T04:45:00Z,18,TOWER-DL-VK-304,OUTGOING,SMS
CDR-S77-00024,+91-9838901807,+91-9838902914,2026-08-03T16:33:00Z,11,TOWER-DL-DW-405,INCOMING,DATA
CDR-S77-00025,+91-9838902914,+91-9838904021,2026-08-03T06:13:00Z,290,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S77-00026,+91-9838904021,+91-9838905128,2026-08-03T06:23:00Z,14,TOWER-DL-CP-101,INCOMING,SMS
CDR-S77-00027,+91-9838905128,+91-9838906235,2026-08-02T01:50:00Z,154,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S77-00028,+91-9838906235,+91-9838899593,2026-08-01T19:59:00Z,239,TOWER-DL-VK-304,INCOMING,VOICE
CDR-S77-00029,+91-9838899593,+91-9838900700,2026-08-02T16:45:00Z,4,TOWER-DL-DW-405,OUTGOING,SMS
CDR-S77-00030,+91-9838900700,+91-9838901807,2026-08-02T14:16:00Z,3,TOWER-UP-NO-506,INCOMING,DATA
CDR-S77-00031,+91-9838901807,+91-9838902914,2026-08-02T00:53:00Z,300,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S77-00032,+91-9838902914,+91-9838904021,2026-08-01T05:56:00Z,14,TOWER-HR-KD-201,INCOMING,SMS
CDR-S77-00033,+91-9838904021,+91-9838905128,2026-08-01T03:39:00Z,294,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S77-00034,+91-9838905128,+91-9838906235,2026-08-03T19:11:00Z,201,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S77-00035,+91-9838906235,+91-9838899593,2026-08-02T02:34:00Z,3,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S77-00036,+91-9838899593,+91-9838900700,2026-08-01T17:24:00Z,15,TOWER-DL-CP-101,INCOMING,DATA
CDR-S77-00037,+91-9838900700,+91-9838901807,2026-08-03T09:31:00Z,368,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S77-00038,+91-9838901807,+91-9838902914,2026-08-02T06:13:00Z,17,TOWER-DL-VK-304,INCOMING,SMS
CDR-S77-00039,+91-9838902914,+91-9838904021,2026-08-01T15:52:00Z,419,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S77-00040,+91-9838904021,+91-9838905128,2026-08-01T18:41:00Z,333,TOWER-UP-NO-506,INCOMING,VOICE
CDR-S77-00041,+91-9838905128,+91-9838906235,2026-08-01T00:00:00Z,18,TOWER-DL-CP-101,OUTGOING,SMS
CDR-S77-00042,+91-9838906235,+91-9838899593,2026-08-02T13:26:00Z,14,TOWER-HR-KD-201,INCOMING,DATA
CDR-S77-00043,+91-9838899593,+91-9838900700,2026-08-01T11:44:00Z,369,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S77-00044,+91-9838900700,+91-9838901807,2026-08-01T15:29:00Z,14,TOWER-DL-DW-405,INCOMING,SMS
CDR-S77-00045,+91-9838901807,+91-9838902914,2026-08-03T16:00:00Z,519,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S77-00046,+91-9838902914,+91-9838904021,2026-08-01T17:34:00Z,515,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S77-00047,+91-9838904021,+91-9838905128,2026-08-02T02:40:00Z,24,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S77-00048,+91-9838905128,+91-9838906235,2026-08-02T12:42:00Z,23,TOWER-DL-VK-304,INCOMING,DATA
CDR-S77-00049,+91-9838906235,+91-9838899593,2026-08-01T20:45:00Z,124,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S77-00050,+91-9838899593,+91-9838900700,2026-08-01T06:03:00Z,24,TOWER-UP-NO-506,INCOMING,SMS
CDR-S77-00051,+91-9838900700,+91-9838901807,2026-08-01T19:40:00Z,267,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S77-00052,+91-9838901807,+91-9838902914,2026-08-02T07:45:00Z,46,TOWER-HR-KD-201,INCOMING,VOICE
CDR-S77-00053,+91-9838902914,+91-9838904021,2026-08-03T08:07:00Z,8,TOWER-DL-VK-304,OUTGOING,SMS
CDR-S77-00054,+91-9838904021,+91-9838905128,2026-08-01T11:32:00Z,13,TOWER-DL-DW-405,INCOMING,DATA
CDR-S77-00055,+91-9838905128,+91-9838906235,2026-08-03T20:29:00Z,74,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S77-00056,+91-9838906235,+91-9838899593,2026-08-01T18:44:00Z,19,TOWER-DL-CP-101,INCOMING,SMS
CDR-S77-00057,+91-9838899593,+91-9838900700,2026-08-01T01:34:00Z,284,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S77-00058,+91-9838900700,+91-9838901807,2026-08-01T04:25:00Z,421,TOWER-DL-VK-304,INCOMING,VOICE
CDR-S77-00059,+91-9838901807,+91-9838902914,2026-08-02T00:01:00Z,11,TOWER-DL-DW-405,OUTGOING,SMS
CDR-S77-00060,+91-9838902914,+91-9838904021,2026-08-01T02:37:00Z,7,TOWER-UP-NO-506,INCOMING,DATA
CDR-S77-00061,+91-9838904021,+91-9838905128,2026-08-01T22:26:00Z,221,TOWER-DL-CP-101,OUTGOING,VOICE
