cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S69-00001,+91-9828470993,+91-9828472100,2026-08-19T03:21:00Z,13,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S69-00002,+91-9828472100,+91-9828473207,2026-08-19T21:29:00Z,14,TOWER-HR-KD-201,INCOMING,SMS
CDR-S69-00003,+91-9828473207,+91-9828474314,2026-08-20T17:36:00Z,525,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S69-00004,+91-9828474314,+91-9828475421,2026-08-20T21:17:00Z,467,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S69-00005,+91-9828475421,+91-9828470993,2026-08-21T06:47:00Z,15,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S69-00006,+91-9828470993,+91-9828472100,2026-08-19T06:29:00Z,15,TOWER-DL-RC-102,INCOMING,DATA
CDR-S69-00007,+91-9828472100,+91-9828473207,2026-08-20T04:55:00Z,28,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S69-00008,+91-9828473207,+91-9828474314,2026-08-19T07:29:00Z,1,TOWER-HR-KD-201,INCOMING,SMS
CDR-S69-00009,+91-9828474314,+91-9828475421,2026-08-21T20:21:00Z,243,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S69-00010,+91-9828475421,+91-9828470993,2026-08-21T13:32:00Z,482,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S69-00011,+91-9828470993,+91-9828472100,2026-08-19T06:36:00Z,21,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S69-00012,+91-9828472100,+91-9828473207,2026-08-20T20:35:00Z,22,TOWER-DL-RC-102,INCOMING,DATA
CDR-S69-00013,+91-9828473207,+91-9828474314,2026-08-21T07:47:00Z,117,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S69-00014,+91-9828474314,+91-9828475421,2026-08-21T08:14:00Z,7,TOWER-HR-KD-201,INCOMING,SMS
CDR-S69-00015,+91-9828475421,+91-9828470993,2026-08-21T19:58:00Z,17,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S69-00016,+91-9828470993,+91-9828472100,2026-08-21T13:45:00Z,281,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S69-00017,+91-9828472100,+91-9828473207,2026-08-21T06:50:00Z,2,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S69-00018,+91-9828473207,+91-9828474314,2026-08-21T07:18:00Z,25,TOWER-DL-RC-102,INCOMING,DATA
CDR-S69-00019,+91-9828474314,+91-9828475421,2026-08-21T15:43:00Z,296,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S69-00020,+91-9828475421,+91-9828470993,2026-08-20T17:49:00Z,28,TOWER-HR-KD-201,INCOMING,SMS
CDR-S69-00021,+91-9828470993,+91-9828472100,2026-08-19T23:55:00Z,431,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S69-00022,+91-9828472100,+91-9828473207,2026-08-19T13:50:00Z,406,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S69-00023,+91-9828473207,+91-9828474314,2026-08-20T22:35:00Z,16,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S69-00024,+91-9828474314,+91-9828475421,2026-08-20T05:17:00Z,12,TOWER-DL-RC-102,INCOMING,DATA
