transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S70-00001,2026-08-10T00:04:00Z,3189,303198,3579.97,UPI,BR-001042,MOBILE_APP,96420.03,Online payment
CBS-S70-00002,2026-08-10T00:24:00Z,203195,403201,73320.05,NEFT,BR-000102,NET_BANKING,26679.949999999997,Invoice settlement
CBS-S70-00003,2026-08-10T00:32:00Z,303198,3189,20202.91,RTGS,BR-019200,NET_BANKING,79797.09,Salary credit
CBS-S70-00004,2026-08-10T00:55:00Z,403201,203195,25695.0,IMPS,BR-000003,ATM_KIOSK,74305.0,UPI transfer
CBS-S70-00005,2026-08-10T01:04:00Z,3189,303198,26883.93,ATM,BR-001042,ATM_KIOSK,69536.1,Vendor payment
CBS-S70-00006,2026-08-10T01:17:00Z,203195,403201,83502.95,CHEQUE,BR-000102,ATM_KIOSK,0.0,EMI debit
CBS-S70-00007,2026-08-10T01:38:00Z,303198,3189,39888.84,UPI,BR-019200,MOBILE_APP,39908.25,Refund credit
CBS-S70-00008,2026-08-10T01:51:00Z,403201,203195,12718.69,NEFT,BR-000003,NET_BANKING,61586.31,Self-transfer
CBS-S70-00009,2026-08-10T02:02:00Z,3189,303198,65696.69,RTGS,BR-001042,NET_BANKING,3839.4100000000035,Business advance
CBS-S70-00010,2026-08-10T02:24:00Z,203195,403201,64153.99,IMPS,BR-000102,ATM_KIOSK,0.0,Utility payment
CBS-S70-00011,2026-08-10T02:30:00Z,303198,3189,49986.47,ATM,BR-019200,ATM_KIOSK,0.0,Online payment
CBS-S70-00012,2026-08-10T02:47:00Z,403201,203195,91204.2,CHEQUE,BR-000003,ATM_KIOSK,0.0,Invoice settlement
CBS-S70-00013,2026-08-10T03:05:00Z,3189,303198,39864.78,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S70-00014,2026-08-10T03:19:00Z,203195,403201,61405.36,NEFT,BR-000102,NET_BANKING,0.0,UPI transfer
CBS-S70-00015,2026-08-10T03:36:00Z,303198,3189,92131.4,RTGS,BR-019200,NET_BANKING,0.0,Vendor payment
CBS-S70-00016,2026-08-10T03:53:00Z,403201,203195,26370.81,IMPS,BR-000003,ATM_KIOSK,0.0,EMI debit
CBS-S70-00017,2026-08-10T04:03:00Z,3189,303198,86289.87,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S70-00018,2026-08-10T04:19:00Z,203195,403201,26804.55,CHEQUE,BR-000102,ATM_KIOSK,0.0,Self-transfer
CBS-S70-00019,2026-08-10T04:40:00Z,303198,3189,29289.11,UPI,BR-019200,MOBILE_APP,0.0,Business advance
CBS-S70-00020,2026-08-10T04:53:00Z,403201,203195,40886.04,NEFT,BR-000003,NET_BANKING,0.0,Utility payment
CBS-S70-00021,2026-08-10T05:03:00Z,3189,303198,96530.26,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S70-00022,2026-08-10T05:22:00Z,203195,403201,78136.5,IMPS,BR-000102,ATM_KIOSK,0.0,Invoice settlement
CBS-S70-00023,2026-08-10T05:31:00Z,303198,3189,97177.74,ATM,BR-019200,ATM_KIOSK,0.0,Salary credit
CBS-S70-00024,2026-08-10T05:48:00Z,403201,203195,65194.47,CHEQUE,BR-000003,ATM_KIOSK,0.0,UPI transfer
CBS-S70-00025,2026-08-10T06:03:00Z,3189,303198,96165.57,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S70-00026,2026-08-10T06:17:00Z,203195,403201,13237.47,NEFT,BR-000102,NET_BANKING,0.0,EMI debit
CBS-S70-00027,2026-08-10T06:30:00Z,303198,3189,71585.76,RTGS,BR-019200,NET_BANKING,0.0,Refund credit
CBS-S70-00028,2026-08-10T06:47:00Z,403201,203195,80628.36,IMPS,BR-000003,ATM_KIOSK,0.0,Self-transfer
CBS-S70-00029,2026-08-10T07:05:00Z,3189,303198,51391.74,ATM,BR-001042,ATM_KIOSK,0.0,Business advance
CBS-S70-00030,2026-08-10T07:19:00Z,203195,403201,13380.5,CHEQUE,BR-000102,ATM_KIOSK,0.0,Utility payment
