transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S08-00001,2026-07-01T00:04:00Z,3989,3989,97127.93,UPI,BR-001042,MOBILE_APP,2872.070000000007,Online payment
CBS-S08-00002,2026-07-01T00:25:00Z,3989,3989,41252.32,NEFT,BR-001042,NET_BANKING,0.0,Invoice settlement
CBS-S08-00003,2026-07-01T00:30:00Z,3989,3989,4103.68,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S08-00004,2026-07-01T00:47:00Z,3989,3989,26266.33,IMPS,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S08-00005,2026-07-01T01:08:00Z,3989,3989,21045.05,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S08-00006,2026-07-01T01:15:00Z,3989,3989,49494.98,CHEQUE,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S08-00007,2026-07-01T01:36:00Z,3989,3989,81720.41,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S08-00008,2026-07-01T01:47:00Z,3989,3989,61252.19,NEFT,BR-001042,NET_BANKING,0.0,Self-transfer
CBS-S08-00009,2026-07-01T02:04:00Z,3989,3989,30375.57,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S08-00010,2026-07-01T02:22:00Z,3989,3989,70661.16,IMPS,BR-001042,ATM_KIOSK,0.0,Utility payment
CBS-S08-00011,2026-07-01T02:36:00Z,3989,3989,3178.4,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S08-00012,2026-07-01T02:53:00Z,3989,3989,94471.66,CHEQUE,BR-001042,ATM_KIOSK,0.0,Invoice settlement
CBS-S08-00013,2026-07-01T03:07:00Z,3989,3989,77584.87,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S08-00014,2026-07-01T03:22:00Z,3989,3989,25780.1,NEFT,BR-001042,NET_BANKING,0.0,UPI transfer
CBS-S08-00015,2026-07-01T03:39:00Z,3989,3989,44879.41,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S08-00016,2026-07-01T03:50:00Z,3989,3989,53462.71,IMPS,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S08-00017,2026-07-01T04:02:00Z,3989,3989,91556.83,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S08-00018,2026-07-01T04:24:00Z,3989,3989,6439.13,CHEQUE,BR-001042,ATM_KIOSK,0.0,Self-transfer
CBS-S08-00019,2026-07-01T04:39:00Z,3989,3989,14453.01,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S08-00020,2026-07-01T04:52:00Z,3989,3989,97186.09,NEFT,BR-001042,NET_BANKING,0.0,Utility payment
CBS-S08-00021,2026-07-01T05:06:00Z,3989,3989,17261.37,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S08-00022,2026-07-01T05:17:00Z,3989,3989,69442.93,IMPS,BR-001042,ATM_KIOSK,0.0,Invoice settlement
CBS-S08-00023,2026-07-01T05:32:00Z,3989,3989,64643.09,ATM,BR-001042,ATM_KIOSK,0.0,Salary credit
CBS-S08-00024,2026-07-01T05:46:00Z,3989,3989,68093.05,CHEQUE,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S08-00025,2026-07-01T06:02:00Z,3989,3989,91739.32,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S08-00026,2026-07-01T06:15:00Z,3989,3989,25360.5,NEFT,BR-001042,NET_BANKING,0.0,EMI debit
CBS-S08-00027,2026-07-01T06:39:00Z,3989,3989,32240.16,RTGS,BR-001042,NET_BANKING,0.0,Refund credit
CBS-S08-00028,2026-07-01T06:54:00Z,3989,3989,91349.75,IMPS,BR-001042,ATM_KIOSK,0.0,Self-transfer
CBS-S08-00029,2026-07-01T07:01:00Z,3989,3989,79380.96,ATM,BR-001042,ATM_KIOSK,0.0,Business advance
CBS-S08-00030,2026-07-01T07:22:00Z,3989,3989,20977.03,CHEQUE,BR-001042,ATM_KIOSK,0.0,Utility payment
CBS-S08-00031,2026-07-01T07:40:00Z,3989,3989,66218.49,UPI,BR-001042,MOBILE_APP,0.0,Online payment
CBS-S08-00032,2026-07-01T07:51:00Z,3989,3989,33750.08,NEFT,BR-001042,NET_BANKING,0.0,Invoice settlement
CBS-S08-00033,2026-07-01T08:02:00Z,3989,3989,98896.72,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S08-00034,2026-07-01T08:15:00Z,3989,3989,77352.42,IMPS,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S08-00035,2026-07-01T08:39:00Z,3989,3989,22103.98,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S08-00036,2026-07-01T08:55:00Z,3989,3989,98648.49,CHEQUE,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S08-00037,2026-07-01T09:10:00Z,3989,3989,71589.24,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S08-00038,2026-07-01T09:22:00Z,3989,3989,21799.92,NEFT,BR-001042,NET_BANKING,0.0,Self-transfer
CBS-S08-00039,2026-07-01T09:40:00Z,3989,3989,42462.52,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S08-00040,2026-07-01T09:55:00Z,3989,3989,34232.91,IMPS,BR-001042,ATM_KIOSK,0.0,Utility payment
CBS-S08-00041,2026-07-01T10:03:00Z,3989,3989,26827.89,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S08-00042,2026-07-01T10:17:00Z,3989,3989,90117.64,CHEQUE,BR-001042,ATM_KIOSK,0.0,Invoice settlement
CBS-S08-00043,2026-07-01T10:33:00Z,3989,3989,98118.65,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S08-00044,2026-07-01T10:55:00Z,3989,3989,89550.97,NEFT,BR-001042,NET_BANKING,0.0,UPI transfer
CBS-S08-00045,2026-07-01T11:02:00Z,3989,3989,39256.39,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S08-00046,2026-07-01T11:19:00Z,3989,3989,77207.97,IMPS,BR-001042,ATM_KIOSK,0.0,EMI debit
CBS-S08-00047,2026-07-01T11:34:00Z,3989,3989,18271.03,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S08-00048,2026-07-01T11:50:00Z,3989,3989,63527.58,CHEQUE,BR-001042,ATM_KIOSK,0.0,Self-transfer
CBS-S08-00049,2026-07-01T12:00:00Z,3989,3989,63174.03,UPI,BR-001042,MOBILE_APP,0.0,Business advance
CBS-S08-00050,2026-07-01T12:25:00Z,3989,3989,76976.25,NEFT,BR-001042,NET_BANKING,0.0,Utility payment
CBS-S08-00051,2026-07-01T12:31:00Z,3989,3989,12672.08,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S08-00052,2026-07-01T12:49:00Z,3989,3989,20529.83,IMPS,BR-001042,ATM_KIOSK,0.0,Invoice settlement
CBS-S08-00053,2026-07-01T13:00:00Z,3989,3989,3740.76,ATM,BR-001042,ATM_KIOSK,0.0,Salary credit
CBS-S08-00054,2026-07-01T13:15:00Z,3989,3989,11761.26,CHEQUE,BR-001042,ATM_KIOSK,0.0,UPI transfer
CBS-S08-00055,2026-07-01T13:31:00Z,3989,3989,37745.12,UPI,BR-001042,MOBILE_APP,0.0,Vendor payment
CBS-S08-00056,2026-07-01T13:53:00Z,3989,3989,27429.11,NEFT,BR-001042,NET_BANKING,0.0,EMI debit
CBS-S08-00057,2026-07-01T14:01:00Z,3989,3989,13637.08,RTGS,BR-001042,NET_BANKING,0.0,Refund credit
CBS-S08-00058,2026-07-01T14:25:00Z,3989,3989,16750.78,IMPS,BR-001042,ATM_KIOSK,0.0,Self-transfer
CBS-S08-00059,2026-07-01T14:30:00Z,3989,3989,44356.29,ATM,BR-001042,ATM_KIOSK,0.0,Business advance
