cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S05-00001,+91-9842368193,+91-9842369300,2026-08-18T03:57:00Z,231,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S05-00002,+91-9842369300,+91-9842370407,2026-08-19T07:43:00Z,15,TOWER-HR-KD-201,INCOMING,SMS
CDR-S05-00003,+91-9842370407,+91-9842371514,2026-08-18T10:25:00Z,15,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S05-00004,+91-9842371514,+91-9842368193,2026-08-20T07:46:00Z,75,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S05-00005,+91-9842368193,+91-9842369300,2026-08-19T21:28:00Z,26,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S05-00006,+91-9842369300,+91-9842370407,2026-08-18T00:49:00Z,10,TOWER-DL-RC-102,INCOMING,DATA
CDR-S05-00007,+91-9842370407,+91-9842371514,2026-08-20T13:46:00Z,282,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S05-00008,+91-9842371514,+91-9842368193,2026-08-20T09:57:00Z,22,TOWER-HR-KD-201,INCOMING,SMS
CDR-S05-00009,+91-9842368193,+91-9842369300,2026-08-18T19:55:00Z,116,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S05-00010,+91-9842369300,+91-9842370407,2026-08-18T03:48:00Z,146,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S05-00011,+91-9842370407,+91-9842371514,2026-08-20T02:15:00Z,28,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S05-00012,+91-9842371514,+91-9842368193,2026-08-18T14:01:00Z,14,TOWER-DL-RC-102,INCOMING,DATA
CDR-S05-00013,+91-9842368193,+91-9842369300,2026-08-20T14:29:00Z,86,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S05-00014,+91-9842369300,+91-9842370407,2026-08-18T10:30:00Z,11,TOWER-HR-KD-201,INCOMING,SMS
CDR-S05-00015,+91-9842370407,+91-9842371514,2026-08-19T14:08:00Z,533,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S05-00016,+91-9842371514,+91-9842368193,2026-08-19T21:04:00Z,278,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S05-00017,+91-9842368193,+91-9842369300,2026-08-18T11:32:00Z,9,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S05-00018,+91-9842369300,+91-9842370407,2026-08-20T01:51:00Z,23,TOWER-DL-RC-102,INCOMING,DATA
CDR-S05-00019,+91-9842370407,+91-9842371514,2026-08-19T10:17:00Z,394,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S05-00020,+91-9842371514,+91-9842368193,2026-08-19T00:41:00Z,17,TOWER-HR-KD-201,INCOMING,SMS
CDR-S05-00021,+91-9842368193,+91-9842369300,2026-08-19T23:35:00Z,109,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S05-00022,+91-9842369300,+91-9842370407,2026-08-19T20:18:00Z,293,TOWER-DL-DW-405,INCOMING,VOICE
