cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S97-00001,+91-9865639593,+91-9865640700,2026-08-03T21:38:00Z,143,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S97-00002,+91-9865640700,+91-9865641807,2026-08-03T23:41:00Z,25,TOWER-HR-KD-201,INCOMING,SMS
CDR-S97-00003,+91-9865641807,+91-9865642914,2026-08-01T11:59:00Z,142,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S97-00004,+91-9865642914,+91-9865644021,2026-08-01T17:28:00Z,26,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S97-00005,+91-9865644021,+91-9865645128,2026-08-02T13:41:00Z,30,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S97-00006,+91-9865645128,+91-9865646235,2026-08-03T02:36:00Z,28,TOWER-DL-CP-101,INCOMING,DATA
CDR-S97-00007,+91-9865646235,+91-9865639593,2026-08-01T07:33:00Z,569,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S97-00008,+91-9865639593,+91-9865640700,2026-08-02T13:23:00Z,16,TOWER-DL-VK-304,INCOMING,SMS
CDR-S97-00009,+91-9865640700,+91-9865641807,2026-08-03T16:00:00Z,29,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S97-00010,+91-9865641807,+91-9865642914,2026-08-03T20:10:00Z,402,TOWER-UP-NO-506,INCOMING,VOICE
CDR-S97-00011,+91-9865642914,+91-9865644021,2026-08-03T17:32:00Z,3,TOWER-DL-CP-101,OUTGOING,SMS
CDR-S97-00012,+91-9865644021,+91-9865645128,2026-08-01T03:06:00Z,3,TOWER-HR-KD-201,INCOMING,DATA
CDR-S97-00013,+91-9865645128,+91-9865646235,2026-08-03T06:54:00Z,67,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S97-00014,+91-9865646235,+91-9865639593,2026-08-03T10:07:00Z,27,TOWER-DL-DW-405,INCOMING,SMS
CDR-S97-00015,+91-9865639593,+91-9865640700,2026-08-02T21:05:00Z,401,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S97-00016,+91-9865640700,+91-9865641807,2026-08-01T05:50:00Z,527,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S97-00017,+91-9865641807,+91-9865642914,2026-08-01T06:25:00Z,21,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S97-00018,+91-9865642914,+91-9865644021,2026-08-03T07:24:00Z,17,TOWER-DL-VK-304,INCOMING,DATA
CDR-S97-00019,+91-9865644021,+91-9865645128,2026-08-03T06:09:00Z,92,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S97-00020,+91-9865645128,+91-9865646235,2026-08-03T19:03:00Z,1,TOWER-UP-NO-506,INCOMING,SMS
CDR-S97-00021,+91-9865646235,+91-9865639593,2026-08-01T23:16:00Z,537,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S97-00022,+91-9865639593,+91-9865640700,2026-08-01T09:37:00Z,411,TOWER-HR-KD-201,INCOMING,VOICE
