transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S06-00001,2026-08-22T07:04:00Z,3789,3789,59458.58,UPI,BR-001042,MOBILE_APP,40541.42,Online payment
CBS-S06-00002,2026-08-22T07:25:00Z,103792,103792,39599.68,NEFT,BR-000240,NET_BANKING,60400.32,Invoice settlement
CBS-S06-00003,2026-08-22T07:35:00Z,3789,3789,72394.85,RTGS,BR-001042,NET_BANKING,0.0,Salary credit
CBS-S06-00004,2026-08-22T07:55:00Z,103792,103792,13944.61,IMPS,BR-000240,ATM_KIOSK,46455.71,UPI transfer
CBS-S06-00005,2026-08-22T08:05:00Z,3789,3789,51539.73,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S06-00006,2026-08-22T08:23:00Z,103792,103792,59946.68,CHEQUE,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S06-00007,2026-08-22T08:35:00Z,3789,3789,83521.81,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S06-00008,2026-08-22T08:49:00Z,103792,103792,22856.26,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
CBS-S06-00009,2026-08-22T09:03:00Z,3789,3789,41470.68,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S06-00010,2026-08-22T09:19:00Z,103792,103792,85068.65,IMPS,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S06-00011,2026-08-22T09:40:00Z,3789,3789,82279.42,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S06-00012,2026-08-22T09:52:00Z,103792,103792,39948.59,CHEQUE,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S06-00013,2026-08-22T10:05:00Z,3789,3789,5521.04,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S06-00014,2026-08-22T10:25:00Z,103792,103792,95426.87,NEFT,BR-000240,NET_BANKING,0.0,UPI transfer
CBS-S06-00015,2026-08-22T10:34:00Z,3789,3789,43706.31,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S06-00016,2026-08-22T10:51:00Z,103792,103792,55224.38,IMPS,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S06-00017,2026-08-22T11:01:00Z,3789,3789,22775.2,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
