cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S06-00001,+91-9843838893,+91-9843840000,2026-08-24T21:05:00Z,368,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S06-00002,+91-9843840000,+91-9843841107,2026-08-23T06:53:00Z,18,TOWER-HR-KD-201,INCOMING,SMS
CDR-S06-00003,+91-9843841107,+91-9843842214,2026-08-23T22:18:00Z,203,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S06-00004,+91-9843842214,+91-9843843321,2026-08-23T15:51:00Z,261,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S06-00005,+91-9843843321,+91-9843838893,2026-08-24T10:26:00Z,29,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S06-00006,+91-9843838893,+91-9843840000,2026-08-22T20:01:00Z,1,TOWER-DL-VK-304,INCOMING,DATA
CDR-S06-00007,+91-9843840000,+91-9843841107,2026-08-24T13:35:00Z,54,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S06-00008,+91-9843841107,+91-9843842214,2026-08-24T07:07:00Z,22,TOWER-HR-KD-201,INCOMING,SMS
CDR-S06-00009,+91-9843842214,+91-9843843321,2026-08-24T22:45:00Z,518,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S06-00010,+91-9843843321,+91-9843838893,2026-08-25T05:14:00Z,511,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S06-00011,+91-9843838893,+91-9843840000,2026-08-22T09:32:00Z,18,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S06-00012,+91-9843840000,+91-9843841107,2026-08-24T20:22:00Z,17,TOWER-DL-VK-304,INCOMING,DATA
CDR-S06-00013,+91-9843841107,+91-9843842214,2026-08-23T07:10:00Z,80,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S06-00014,+91-9843842214,+91-9843843321,2026-08-23T07:23:00Z,16,TOWER-HR-KD-201,INCOMING,SMS
CDR-S06-00015,+91-9843843321,+91-9843838893,2026-08-24T22:49:00Z,484,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S06-00016,+91-9843838893,+91-9843840000,2026-08-24T11:16:00Z,82,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S06-00017,+91-9843840000,+91-9843841107,2026-08-24T01:08:00Z,25,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S06-00018,+91-9843841107,+91-9843842214,2026-08-23T13:01:00Z,10,TOWER-DL-VK-304,INCOMING,DATA
CDR-S06-00019,+91-9843842214,+91-9843843321,2026-08-22T08:03:00Z,80,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S06-00020,+91-9843843321,+91-9843838893,2026-08-23T02:07:00Z,23,TOWER-HR-KD-201,INCOMING,SMS
CDR-S06-00021,+91-9843838893,+91-9843840000,2026-08-24T08:46:00Z,238,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S06-00022,+91-9843840000,+91-9843841107,2026-08-23T10:13:00Z,129,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S06-00023,+91-9843841107,+91-9843842214,2026-08-24T17:53:00Z,23,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S06-00024,+91-9843842214,+91-9843843321,2026-08-23T02:43:00Z,6,TOWER-DL-VK-304,INCOMING,DATA
CDR-S06-00025,+91-9843843321,+91-9843838893,2026-08-22T21:57:00Z,240,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S06-00026,+91-9843838893,+91-9843840000,2026-08-22T15:06:00Z,20,TOWER-HR-KD-201,INCOMING,SMS
