cdr_id,caller_phone,receiver_phone,timestamp,duration_seconds,tower_id,direction,call_type
CDR-S07-00001,+91-9845309593,+91-9845310700,2026-08-02T21:06:00Z,586,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S07-00002,+91-9845310700,+91-9845311807,2026-08-03T08:23:00Z,1,TOWER-HR-KD-201,INCOMING,SMS
CDR-S07-00003,+91-9845311807,+91-9845312914,2026-08-03T08:47:00Z,204,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S07-00004,+91-9845312914,+91-9845314021,2026-08-02T07:43:00Z,512,TOWER-DL-DW-405,INCOMING,VOICE
CDR-S07-00005,+91-9845314021,+91-9845315128,2026-08-03T12:40:00Z,9,TOWER-UP-NO-506,OUTGOING,SMS
CDR-S07-00006,+91-9845315128,+91-9845316235,2026-08-02T17:46:00Z,12,TOWER-DL-CP-101,INCOMING,DATA
CDR-S07-00007,+91-9845316235,+91-9845309593,2026-08-02T10:50:00Z,424,TOWER-HR-KD-201,OUTGOING,VOICE
CDR-S07-00008,+91-9845309593,+91-9845310700,2026-08-03T20:44:00Z,29,TOWER-DL-VK-304,INCOMING,SMS
CDR-S07-00009,+91-9845310700,+91-9845311807,2026-08-02T12:02:00Z,106,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S07-00010,+91-9845311807,+91-9845312914,2026-08-03T21:44:00Z,40,TOWER-UP-NO-506,INCOMING,VOICE
CDR-S07-00011,+91-9845312914,+91-9845314021,2026-08-03T12:36:00Z,14,TOWER-DL-CP-101,OUTGOING,SMS
CDR-S07-00012,+91-9845314021,+91-9845315128,2026-08-02T00:56:00Z,2,TOWER-HR-KD-201,INCOMING,DATA
CDR-S07-00013,+91-9845315128,+91-9845316235,2026-08-02T16:54:00Z,89,TOWER-DL-VK-304,OUTGOING,VOICE
CDR-S07-00014,+91-9845316235,+91-9845309593,2026-08-03T17:41:00Z,28,TOWER-DL-DW-405,INCOMING,SMS
CDR-S07-00015,+91-9845309593,+91-9845310700,2026-08-03T01:46:00Z,298,TOWER-UP-NO-506,OUTGOING,VOICE
CDR-S07-00016,+91-9845310700,+91-9845311807,2026-08-03T04:02:00Z,155,TOWER-DL-CP-101,INCOMING,VOICE
CDR-S07-00017,+91-9845311807,+91-9845312914,2026-08-03T04:39:00Z,20,TOWER-HR-KD-201,OUTGOING,SMS
CDR-S07-00018,+91-9845312914,+91-9845314021,2026-08-01T04:56:00Z,5,TOWER-DL-VK-304,INCOMING,DATA
CDR-S07-00019,+91-9845314021,+91-9845315128,2026-08-02T14:56:00Z,186,TOWER-DL-DW-405,OUTGOING,VOICE
CDR-S07-00020,+91-9845315128,+91-9845316235,2026-08-03T03:24:00Z,7,TOWER-UP-NO-506,INCOMING,SMS
CDR-S07-00021,+91-9845316235,+91-9845309593,2026-08-03T19:53:00Z,320,TOWER-DL-CP-101,OUTGOING,VOICE
CDR-S07-00022,+91-9845309593,+91-9845310700,2026-08-03T09:19:00Z,6,TOWER-HR-KD-201,INCOMING,VOICE
CDR-S07-00023,+91-9845310700,+91-9845311807,2026-08-03T07:45:00Z,17,TOWER-DL-VK-304,OUTGOING,SMS
CDR-S07-00024,+91-9845311807,+91-9845312914,2026-08-03T22:57:00Z,4,TOWER-DL-DW-405,INCOMING,DATA
