transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S26-00001,2026-08-22T07:01:00Z,3789,3789,40681.45,UPI,BR-001042,MOBILE_APP,59318.55,Online payment
CBS-S26-00002,2026-08-22T07:22:00Z,103792,103792,70499.15,NEFT,BR-000240,NET_BANKING,29500.850000000006,Invoice settlement
CBS-S26-00003,2026-08-22T07:37:00Z,3789,3789,26131.78,RTGS,BR-001042,NET_BANKING,33186.770000000004,Salary credit
CBS-S26-00004,2026-08-22T07:53:00Z,103792,103792,42529.73,IMPS,BR-000240,ATM_KIOSK,0.0,UPI transfer
CBS-S26-00005,2026-08-22T08:05:00Z,3789,3789,24196.74,ATM,BR-001042,ATM_KIOSK,8990.030000000002,Vendor payment
CBS-S26-00006,2026-08-22T08:20:00Z,103792,103792,8520.59,CHEQUE,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S26-00007,2026-08-22T08:34:00Z,3789,3789,78226.68,UPI,BR-001042,MOBILE_APP,0.0,Refund credit
CBS-S26-00008,2026-08-22T08:51:00Z,103792,103792,92133.9,NEFT,BR-000240,NET_BANKING,0.0,Self-transfer
CBS-S26-00009,2026-08-22T09:02:00Z,3789,3789,50787.45,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S26-00010,2026-08-22T09:18:00Z,103792,103792,60532.22,IMPS,BR-000240,ATM_KIOSK,0.0,Utility payment
CBS-S26-00011,2026-08-22T09:38:00Z,3789,3789,49953.91,ATM,BR-001042,ATM_KIOSK,0.0,Online payment
CBS-S26-00012,2026-08-22T09:51:00Z,103792,103792,66356.94,CHEQUE,BR-000240,ATM_KIOSK,0.0,Invoice settlement
CBS-S26-00013,2026-08-22T10:09:00Z,3789,3789,65992.46,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S26-00014,2026-08-22T10:24:00Z,103792,103792,69728.09,NEFT,BR-000240,NET_BANKING,0.0,UPI transfer
CBS-S26-00015,2026-08-22T10:35:00Z,3789,3789,35003.67,RTGS,BR-001042,NET_BANKING,0.0,Vendor payment
CBS-S26-00016,2026-08-22T10:55:00Z,103792,103792,20122.68,IMPS,BR-000240,ATM_KIOSK,0.0,EMI debit
CBS-S26-00017,2026-08-22T11:04:00Z,3789,3789,75635.99,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S26-00018,2026-08-22T11:25:00Z,103792,103792,83327.52,CHEQUE,BR-000240,ATM_KIOSK,0.0,Self-transfer
CBS-S26-00019,2026-08-22T11:40:00Z,3789,3789,40019.34,UPI,BR-001042,MOBILE_APP,0.0,Business advance
