transaction_id,timestamp,source_account,destination_account,amount,transaction_type,branch_id,channel,balance_after,reference_text
CBS-S10-00001,2026-08-10T00:08:00Z,3189,303198,40083.56,UPI,BR-001042,MOBILE_APP,59916.44,Online payment
CBS-S10-00002,2026-08-10T00:22:00Z,203195,403201,79524.43,NEFT,BR-000102,NET_BANKING,20475.570000000007,Invoice settlement
CBS-S10-00003,2026-08-10T00:39:00Z,303198,3189,41320.95,RTGS,BR-019200,NET_BANKING,58679.05,Salary credit
CBS-S10-00004,2026-08-10T00:51:00Z,403201,203195,61082.52,IMPS,BR-000003,ATM_KIOSK,38917.48,UPI transfer
CBS-S10-00005,2026-08-10T01:06:00Z,3189,303198,96003.08,ATM,BR-001042,ATM_KIOSK,0.0,Vendor payment
CBS-S10-00006,2026-08-10T01:25:00Z,203195,403201,17843.92,CHEQUE,BR-000102,ATM_KIOSK,2631.6500000000087,EMI debit
CBS-S10-00007,2026-08-10T01:36:00Z,303198,3189,78603.92,UPI,BR-019200,MOBILE_APP,0.0,Refund credit
CBS-S10-00008,2026-08-10T01:50:00Z,403201,203195,57295.04,NEFT,BR-000003,NET_BANKING,0.0,Self-transfer
CBS-S10-00009,2026-08-10T02:04:00Z,3189,303198,6800.01,RTGS,BR-001042,NET_BANKING,0.0,Business advance
CBS-S10-00010,2026-08-10T02:19:00Z,203195,403201,15249.48,IMPS,BR-000102,ATM_KIOSK,0.0,Utility payment
CBS-S10-00011,2026-08-10T02:32:00Z,303198,3189,8069.04,ATM,BR-019200,ATM_KIOSK,0.0,Online payment
CBS-S10-00012,2026-08-10T02:50:00Z,403201,203195,91464.12,CHEQUE,BR-000003,ATM_KIOSK,0.0,Invoice settlement
CBS-S10-00013,2026-08-10T03:00:00Z,3189,303198,33093.09,UPI,BR-001042,MOBILE_APP,0.0,Salary credit
CBS-S10-00014,2026-08-10T03:21:00Z,203195,403201,92943.37,NEFT,BR-000102,NET_BANKING,0.0,UPI transfer
CBS-S10-00015,2026-08-10T03:37:00Z,303198,3189,82169.09,RTGS,BR-019200,NET_BANKING,0.0,Vendor payment
CBS-S10-00016,2026-08-10T03:46:00Z,403201,203195,38592.83,IMPS,BR-000003,ATM_KIOSK,0.0,EMI debit
CBS-S10-00017,2026-08-10T04:01:00Z,3189,303198,41323.74,ATM,BR-001042,ATM_KIOSK,0.0,Refund credit
CBS-S10-00018,2026-08-10T04:18:00Z,203195,403201,39106.4,CHEQUE,BR-000102,ATM_KIOSK,0.0,Self-transfer
CBS-S10-00019,2026-08-10T04:32:00Z,303198,3189,30556.11,UPI,BR-019200,MOBILE_APP,0.0,Business advance
CBS-S10-00020,2026-08-10T04:49:00Z,403201,203195,31162.04,NEFT,BR-000003,NET_BANKING,0.0,Utility payment
CBS-S10-00021,2026-08-10T05:09:00Z,3189,303198,71103.24,RTGS,BR-001042,NET_BANKING,0.0,Online payment
CBS-S10-00022,2026-08-10T05:17:00Z,203195,403201,87191.16,IMPS,BR-000102,ATM_KIOSK,0.0,Invoice settlement
CBS-S10-00023,2026-08-10T05:36:00Z,303198,3189,59636.24,ATM,BR-019200,ATM_KIOSK,0.0,Salary credit
